Gene,FC_t1,FC_t2,Z,Class,Feature
YALI0C06369g,0.17861612444702482,-0.23953734127880558,-0.4159798003688107,no_change,
YALI0F16819g,-0.07873975065851949,-0.7443216126216132,-0.6541678977754565,no_change,
YALI0F25289g,-0.517966655565101,-0.492502252960133,0.02651799338378883,no_change,
YALI0D08184g,0.14137754766908792,-2.7219851401067285,-2.7654266060418236,control_upregulated,
YALI0E26004g,0.09884906792193017,-0.09834427079576644,-0.19449789535506695,no_change,
YALI0C17347g,-0.8489784472406063,-0.05191522675451261,0.7783970515800265,no_change,
YALI0C09141g,-0.43279118149819257,-2.2774032166954408,-1.7485338755323583,control_upregulated,
YALI0F03179g,-0.21250851205468496,-0.3471251675537433,-0.13702680161455325,no_change,
YALI0F11759g,0.29966073263076276,-0.32775916420061946,-0.5984085580423487,no_change,
YALI0E12683g,-0.8754208799775256,0.12531498507600877,0.9908511913309831,no_change,
YALI0B03982g,-0.34313155894225006,-1.58893424002576,-1.2336614884393666,no_change,
YALI0B22066g,-0.6783800735188321,-0.6298908857758235,0.0572830249404126,no_change,
YALI0D16753g,0.6408261623803078,0.32203407169278003,-0.31269197125085246,no_change,
YALI0D22352g,-0.3765536437919166,-0.5387280395083279,-0.07674372969877352,no_change,
YALI0F04095g,0.09143688909825518,-0.541328651879213,-0.6203182246396329,no_change,
YALI0F15587g,-0.1309681589627444,0.04511062213689427,0.1711089835994654,no_change,
YALI0E14190g,0.6311965860246985,-0.3571072441666132,-0.9785337502002178,no_change,
YALI0F09185g,-0.23981355082918515,-0.16281204338918137,0.07158418776990119,no_change,
YALI0A00132g,-0.27963360930001524,-0.3979098312481424,-0.11921837034634265,no_change,
YALI0F09669g,-0.24616391162820048,-0.29978402362319123,-0.05853913918136563,no_change,
YALI0E35046g,-2.4162071394329256,-1.8121336117314348,-1.1767551719820066,control_overexpressed,
YALI0D22891g,-0.4413246445197207,-0.3959037912324535,0.04564742820782877,no_change,
YALI0F25531g,-0.5964058873238752,-1.7955457835913378,-1.1943738336198635,no_change,
YALI0E06479g,0.24310559042383575,0.7410513219461273,0.4914386620133508,no_change,
YALI0F09790g,0.17797470204712207,1.7112757183603806,1.5151206056149376,case_upregulated,
YALI0A13387g,0.2914482543129998,1.4370355751841624,1.1438892631216147,no_change,
YALI0D09361g,-0.6016208420355451,-2.0050174746036125,-1.3954180851262166,no_change,
YALI0F07711g,-0.4137579632755157,-0.7346340829563228,-0.3204601522320513,no_change,
YALI0C00605g,-0.08971778705568052,-1.2185339265770962,-1.0999377399974861,no_change,
YALI0E02684g,0.16943234996966616,-0.5783444488119179,-0.7343703032980197,no_change,
YALI0B13970g,-0.11892138554789736,-0.18506557829962142,-0.06551077241258274,no_change,
YALI0B15059g,-0.42810147868438897,0.6058949484670955,0.9582836429449664,no_change,
YALI0B04312g,-0.1915370516550128,-1.1966804915661777,-0.9946056073205232,no_change,
YALI0A00352g,-0.3527743570421041,-0.15096336058750304,0.20230890746711205,no_change,
YALI0F17820g,-0.6552014928127845,-0.49752954197000726,0.18638934155156678,no_change,
YALI0F08745g,0.19298199706504282,1.4852037820578194,1.2923382458771064,no_change,
YALI0E18986g,0.19298199706504282,1.4852037820578194,1.2923382458771064,no_change,
YALI0F05214g,-0.429966582183242,-2.2731453728931927,-1.7398797124782899,control_upregulated,
YALI0C07953g,-1.5000030733264917,-0.3452933596877823,1.1557656093449309,no_change,
YALI0A09768g,-0.778877311568461,-1.474119212715046,-0.5997601439040456,no_change,
YALI0C10230g,1.1317259088548586,1.1848640639004975,0.16416711672508458,case_overexpressed,
YALI0F09229g,-0.7056713673701491,-1.2717521286655455,-0.6347833722504789,no_change,
YALI0D20768g,-0.12581353782467936,-0.11010445829405247,0.01839106917659708,no_change,
YALI0F13541g,0.6748819059987605,-0.19854057569226738,-0.8618152751639858,no_change,
YALI0E13255g,-1.3423085135055752,-0.7629597833949107,0.5752119946276991,no_change,
YALI0E20977g,0.510101591656261,0.3096531276557161,-0.1964353922203478,no_change,
YALI0B15598g,-1.1475115947378391,-0.6024018694756781,0.5383288307482456,no_change,
YALI0F17314g,-0.27715678908190805,-0.587775584410432,-0.3222425263302903,no_change,
YALI0E00638g,0.032932531733078176,-0.2036786658459456,-0.23376623376624264,no_change,
YALI0B14509g,-0.503121109517881,-0.5321387545191179,-0.031090703882674244,no_change,
YALI0F20702g,-0.08617779738117358,-0.7039005455892005,-0.6158323515610432,no_change,
YALI0D03135g,-0.45373139466031687,-0.9783000648081597,-0.5303617969262397,no_change,
YALI0D12400g,-0.342900498307314,-0.2608313554829131,0.09172124855726253,no_change,
YALI0F02805g,-0.9357305409768273,-0.672597326861472,0.26078146160053695,no_change,
YALI0D23683g,-0.12632744167004248,-0.12630179559012739,-0.006299907896014108,no_change,
YALI0F17842g,0.5205711816734324,-0.43138752801326297,-0.8508515384836776,no_change,
YALI0B14146g,0.34768369447912645,0.9672480655057996,0.5720216671902305,no_change,
YALI0F23221g,0.1438615410439352,3.556944896129153,3.348282680444413,case_upregulated,
YALI0F19910g,0.61018208332592,0.05199411200019935,-0.5432712782458351,no_change,
YALI0F14509g,0.6674083585234797,1.1209765828392904,0.4362622708081993,no_change,
YALI0B19382g,-0.07210053892078781,0.8754786412937057,0.9326505689003434,no_change,
YALI0D24431g,-0.6192929975617606,0.19841026835864803,0.7995497295419487,no_change,
YALI0F00484g,0.03877914664863591,0.18168034212887837,0.13861172774135416,no_change,
YALI0F23463g,0.9486205033917465,0.5272064766131832,-0.4312183321822505,no_change,
YALI0D07634g,0.561073773837662,0.2664339727769917,-0.26149120206155657,no_change,
YALI0F18590g,0.019924430474517037,-0.12258639831039926,-0.14052370278915735,no_change,
YALI0E24013g,-0.7138529984295934,-1.9469927230666637,-1.2670102032592725,no_change,
YALI0E01298g,0.019747956877842802,-0.5944158513849512,-0.6065778649318443,no_change,
YALI0E20031g,0.10627534914907323,0.3438304979716623,0.24114471421924538,no_change,
YALI0C11341g,0.4820503744990633,0.7473200938909105,0.2663067646840991,no_change,
YALI0B10406g,-0.09939422119383004,0.3958036024950406,0.46718175144447865,no_change,
YALI0C24101g,-0.10875782754066125,0.81816170530386,0.8919534378648338,no_change,
YALI0F06160g,-0.45671679008080535,1.3181879461358887,1.724785658365306,case_upregulated,
YALI0E34793g,-0.4958305175136985,-2.2493336562188024,-1.7770225012751448,control_upregulated,
YALI0E06457g,0.12541322426758544,-1.6380395433753652,-1.7432081153062358,control_upregulated,
YALI0E02090g,0.3046157226193994,0.21173952209948013,-0.0920256355272429,no_change,
YALI0D11374g,-0.9209137308110039,-1.2147415927639327,-0.2748852716061232,no_change,
YALI0B02728g,0.3597923437765137,-0.658095677719054,-0.9982377396604816,no_change,
YALI0C24255g,0.584946114321221,0.6577003714711696,0.09710711740078538,no_change,
YALI0A15972g,-0.3085071583797504,-0.5841248232827632,-0.18860387000186643,no_change,
YALI0D08272g,-0.5237648998641088,-0.15907119074394893,0.34186802642976183,no_change,
YALI0D25168g,-0.4796313171741716,0.06584507103480838,0.5367352776801715,no_change,
YALI0B01364g,-0.2141548196917966,-0.09289875784052887,0.12275705154951011,no_change,
YALI0E05137g,0.8462279213753345,0.751821557869241,-0.08871070768011041,no_change,
YALI0E03036g,0.7061052893882871,1.849159815860225,1.1388067823763377,no_change,
YALI0F02497g,-0.8378686884376307,-0.5586184685071093,0.2732346727431029,no_change,
YALI0D06215g,0.33567163448300574,1.620552110799427,1.2700791261858801,no_change,
YALI0B14102g,0.8145319074661133,1.7005707465374285,0.7490258668200542,no_change,
YALI0D01265g,-0.44380032172273126,-0.656740070428275,-0.21461037220284382,no_change,
YALI0F20856g,-0.6305927072965577,-2.256152233220291,-1.684785087729377,control_upregulated,
YALI0F05808g,-0.2602428295623768,2.2477634672606372,2.350217888508243,case_upregulated,
YALI0E27962g,0.6151319010643272,-1.7003097183763283,-2.245994284202453,control_upregulated,
YALI0C20449g,1.013310002985566,-0.052706915345648114,-1.0535661683648443,no_change,
YALI0E23185g,1.395104221724561,0.17447599579052422,-1.1379614680515044,no_change,
YALI0E34111g,0.9583543834279383,0.7005311251380105,-0.23804181835291688,no_change,
YALI0D11176g,-0.562283747066111,-0.954009308363013,-0.3203484329839531,no_change,
YALI0E15378g,-1.1063713371930042,-1.6977858510865875,-0.5139737652521092,control_overexpressed,
YALI0A17020g,1.1741917121585201,0.3799756561959689,-0.7373337512972526,no_change,
YALI0A09812g,0.58113983370921,-1.0486885593202984,-1.6140688362693336,control_upregulated,
YALI0E13277g,-0.7863513291272021,0.03206050525240674,0.7901783680694268,no_change,
YALI0B03366g,0.5712817756223448,-1.0863608072231823,-1.5928960996546953,control_upregulated,
Q12724,-0.953575981954474,-4.210693723431608,-3.2105173327177416,control_upregulated,
