Gene,MT_t1_rep1,MT_t1_rep2,MT_t2_rep1,MT_t2_rep2,WT_t1_rep1,WT_t1_rep2,WT_t1_rep3,WT_t2_rep1,WT_t2_rep2
YALI0C05665g,288.0612667,282.0914131,366.7522073,383.391797,343.3827717,360.07621439999997,343.5927533,385.8203392,399.0739889
YALI0C05687g,1054.5405560000002,1144.1464039999998,1087.9147560000001,999.6136912000001,617.0729686000001,576.1787411,587.9288079,573.8165267999999,672.0967678
YALI0C05709g,35.42143707,39.95883248,13.95441041,13.24109612,19.81391091,28.01714344,26.37425557,25.92810647,17.69138586
YALI0C05731g,0.39310630799999996,0.842896095,0.863458981,0.622555479,0.20328833600000001,0.323827675,0.236012818,0.314569193,0.186499401
YALI0C05753g,373.3993984,356.0423121,621.3806011,799.0902587,120.41327609999999,105.54283840000001,96.51345318,88.27306279,128.2351381
YALI0C05775g,47.86027206,39.85898485,43.28924422,51.24955723,74.48234814,88.31204112,92.30293509,69.06774126,80.73146842
YALI0C05797g,30.3709625,26.65012919,37.982839500000004,34.11551378,21.56204808,34.68687332,36.55862591,23.94483406,26.2800243
YALI0C05819g,166.6197386,175.6288955,138.8585017,126.8774875,143.9736835,165.6239776,154.92249180000002,152.3842621,152.74612340000002
YALI0C05841g,11.02209611,13.04573275,11.07717299,9.108224957000001,8.841310029,13.05540712,12.48137208,10.53949783,10.74127556
YALI0C05863g,45.33454736,55.12096835,45.62983069,58.20290144,88.92192905,84.09719509,86.28583454,64.81781004,83.86162908
YALI0C05885g,2.960524366,2.022950629,3.211926628,1.638588815,5.6558350420000005,4.949494825,7.148109956,4.741515123,6.042580588
YALI0C05907g,71.97334555,69.31199431,75.2641493,60.22657155,61.64327839,78.62286858,70.09580693,57.75490384,71.60347326
YALI0C05929g,22.29430238,19.32131543,18.31619964,18.92414056,29.67857592,27.98486843,30.62764932,22.42966957,27.31775303
YALI0C05951g,1343.265668,1477.450265,2148.592479,1885.0640030000002,1845.6678989999998,1683.067189,1938.9239260000002,1306.237828,1989.8203579999997
YALI0C05973g,33.83683001,36.89271664,41.55355338,38.5603952,37.85009456,35.79723016,36.29014999,31.44353338,46.08025253
YALI0C05995g,31.76785057,32.9543489,34.91788779,23.83961832,21.37377361,29.49858272,26.33036799,24.60695463,22.80197948
YALI0C06017g,0.371114347,0.0,0.463618601,0.160851655,0.0,0.0,0.21065606899999997,0.154424877,0.13079178800000002
YALI0C06039g,324.7644373,330.8969243,313.6602856,367.8841481,369.6948775,367.11352239999997,366.7704872,309.60927139999995,375.8996014
YALI0C06061g,24.80394901,21.67447103,20.52176146,18.74347999,18.61475925,24.35646729,20.60267319,24.83429553,16.73245859
YALI0C06083g,108.44040179999999,113.0063622,80.56606213,77.45691657,146.1425517,103.8737556,122.80940679999999,139.033727,131.7222877
YALI0C06105g,3.110291672,2.9300673789999996,3.347830915,4.065334087,3.071105928,4.121863695,3.820649059,2.224453579,2.894546823
YALI0C06127g,31.16042951,33.36671526,63.59667579,59.91248252,33.066682199999995,32.94275947,30.31063489,33.58398407,34.82911782
YALI0C06149g,89.79230071,95.39073046,83.7515024,92.32713871,129.4973731,122.83472720000002,127.20040929999999,120.5696866,137.1059699
YALI0C06171g,199.108833,200.3670308,177.9590384,280.19320530000005,647.5176878999999,613.0599189,657.5017609,431.6299836,605.3339267000001
YALI0C06193g,51.79364608,47.85191375,82.49237511,105.65524199999999,86.83429493,75.86675255,78.17589349,79.4926181,88.75789566
YALI0C06215g,22.27082291,26.23176639,22.05075657,24.4153922,47.42866985,56.70729655,70.35144294,39.943011,49.65084329
YALI0C06237g,965.8014004,852.3562591,1962.3009559999998,2851.9768440000003,3447.42415,3299.543916,3505.406628,2576.33675,3782.1228189999997
YALI0C06259g,0.0,0.20898250300000001,0.0,0.219343166,0.34021395,0.0,0.359072845,1.0528968859999999,0.0
YALI0C06281g,88.70771285,88.45237861,118.3324513,106.13495470000001,77.25970078,68.68623394,72.69734476,62.11101171,79.10696541
YALI0C06303g,58.68385418,59.54541321,82.84437972,84.56610497,39.22037682,42.11179297,40.40051546,45.44533731,40.02766201
YALI0C06325g,103.8880288,77.06249664,112.56412830000001,288.0100867,696.4548232000001,511.8847491,485.98775610000007,607.5018864,649.922047
YALI0C06347g,9.117542739,11.01652801,21.23356146,21.8812952,25.88002515,41.03265714,41.14763581,17.16628373,24.29806073
YALI0C06369g,7882.586965,9058.223915999999,5871.867314,6826.199042,12356.5363,10457.894409999999,11758.003840000001,8622.497473000001,12650.84144
YALI0C06391g,2.099500389,2.099828322,2.0205133269999997,1.379993552,1.100128295,1.8251520069999998,1.7567827,1.34044288,1.240911837
YALI0C06424g,150.7112625,169.26529730000001,165.15064919999998,156.4913593,147.09225959999998,127.3377024,111.9370624,158.9049936,92.65875756
YALI0C06446g,122.28697040000002,130.0035039,110.4106353,96.8827027,95.22459785,103.1537525,104.3549161,80.03667554,99.36254518
YALI0C06460g,59.14020932,57.87163449,69.54644254,55.15452447,63.12985668,97.27777413,94.57886322,56.48714373,81.16544040000001
YALI0C06468r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C06490g,429.54548550000004,472.77439929999997,820.5121265,761.6911376,390.73665639999996,409.8083713,421.65864969999996,398.44163619999995,439.02383489999994
YALI0C06512g,0.141854519,0.09763275199999999,0.337549119,0.0,0.079470826,0.050637145999999994,0.0,0.196757565,0.12498443
YALI0C06534g,29.15898442,30.70550062,25.08271245,51.18529446,49.39906556,48.9627445,50.56497997,57.9975715,50.25207325
YALI0C06556g,23.06547792,20.23844159,27.03076646,25.06344447,20.76477211,31.72166704,36.76943994,21.90118534,23.14390722
YALI0C06578g,77.68800001,86.46482528,113.7056665,83.26018926,56.53669936,107.8604699,113.37076429999999,78.06364315,76.00215849
YALI0C06600g,94.34287692,96.00194483,102.9914859,96.74946486,140.5503936,122.91519540000002,121.19919340000001,115.62338179999999,135.6318442
YALI0C06622g,8.751821598,11.00337238,12.24262393,8.200020095,9.417667766000001,16.70309259,19.83843592,8.172863751,10.89211797
YALI0C06644g,7.642949528,6.7100327989999995,5.638604602000001,5.868911732000001,5.613530177,8.861500573999999,8.668212566000001,4.225815879,5.779583047000001
YALI0C06666r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C06688r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C06710g,7.908038707,7.1491710710000005,11.15701457,9.356344951,7.974543742000001,13.48123435,11.19179298,6.936991838,6.9110791439999995
YALI0C06732g,31.2400151,28.17047477,47.77711684,52.75510986,38.74648929,40.95567914,40.70374174,37.72843563,45.39507597
YALI0C06754g,8.250847374,7.257564567999999,12.08369758,11.38596457,12.09481149,16.60179376,16.27652255,16.12713571,14.57182522
YALI0C06776g,295.77207569999996,324.34297710000004,716.6414930999999,648.0220772000001,272.72400780000004,247.12446430000003,267.3902623,240.70898849999998,299.00203799999997
YALI0C06798g,253.4126432,257.6557963,294.36527,278.2727818,246.81686299999998,296.1682526,277.42559520000003,237.01652239999999,255.30339590000003
YALI0C06820g,1702.537025,1681.890323,1599.893568,1476.134311,1527.605032,1308.799814,1442.753901,1440.010913,1575.238863
YALI0C06842g,146.0865119,143.7438877,183.35011799999998,184.46716719999998,161.2739004,150.7186523,168.8602748,171.23236980000001,166.90744850000002
YALI0C06853g,1929.762925,2120.551829,1086.951386,1681.277403,1134.6975400000001,1429.217394,984.6758285,1243.242666,1056.0041210000002
YALI0C06864g,158.5141868,169.4507689,185.2213535,168.2278196,76.20937049999999,97.08087671,97.16063609,114.87701570000002,107.01676770000002
YALI0C06886g,3724.8794,3546.0852130000003,3615.55858,3340.410389,4617.093042,4823.173427000001,4883.534318,5234.952004,4365.50496
YALI0C06908g,0.0,0.0,0.0,0.157044515,0.0,0.0,0.0,0.0,0.063848062
YALI0C06930g,78.19093822,91.6595472,87.07029037,82.84272666,64.45803996,72.86122694,64.77809155,75.93942296,67.04755933
YALI0C06952g,103.65285909999999,113.86160659999999,110.38044769999999,104.79058470000001,139.0786075,123.34713740000001,150.2954557,121.0660838,138.9178668
YALI0C06974g,80.54114955,74.77389576,48.70702872,43.95600254,36.76450372,51.38778609,46.43542073,42.86747163,37.84530295
YALI0C06996g,39.16034147,43.75993502,50.6817622,47.43919839,47.32844604,56.26893676,62.46598918,53.28698529,48.62106386
YALI0C07018g,33.46502049,34.98998908,32.78445818,26.84913379,56.66293009,62.37259916,47.08530564,61.70036965,46.04707383
YALI0C07040g,15.45474212,14.39311043,18.38162098,18.99811741,15.6152318,18.30053156,21.24433486,13.11784629,16.97653701
YALI0C07062g,115.76666979999999,97.56919897,75.74103337,62.84595553,97.67189456,112.8386699,95.80379663,83.57153816,123.8511857
YALI0C07084r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C07128g,185.226922,196.22438530000002,159.48396169999998,152.5121934,124.61226370000001,139.41219819999998,128.0220432,112.4988013,133.8077896
YALI0C07150g,14.95124022,14.50721567,9.516262762,7.258236385,12.03698062,13.91371592,14.86671935,12.48626641,9.819991828
YALI0C07172g,19.46999178,20.56093631,23.7528174,20.25969539,14.87517372,19.11546121,15.32273642,15.1674652,13.77599423
YALI0C07194g,3.508779826,2.897942214,1.7573923980000001,2.575559076,3.728518503,3.66056959,3.16422159,3.34396937,3.949138356
YALI0C07216r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C07227r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C07238g,111.8011899,113.0432425,79.78726562,98.02870612,137.44094850000002,145.3228923,130.20328840000002,129.1813907,121.7101966
YALI0C07260g,6.904847511,6.3337620889999995,5.22469778,5.965298515,6.900186935,9.342891043,8.275774136,4.804819731,5.693179669
YALI0C07282g,14.83151961,15.05776693,14.82714189,19.67199573,30.04696094,25.83461393,30.04230772,27.72081735,29.44294023
YALI0C07304g,56.20394247,60.70545205,107.5740034,77.72581752,63.72442702,92.06861735,100.25971059999999,76.12750012,74.52066461
YALI0C07326g,18.40625087,20.41828852,30.18660655,26.07124072,18.7227958,25.71471671,22.244598,16.66969517,20.47829374
YALI0C07348g,1.350404678,1.033589319,0.49862293799999996,0.45411541299999997,0.8608835890000001,2.244014974,1.751128634,2.17985686,1.333404869
YALI0C07370r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C07414g,739.9054358,800.6729546,710.8174285,732.2816435,613.3564274,710.4050885,732.6367482,675.2701336,689.5377078
YALI0C07436g,6.028857602,5.79039256,4.6111930889999995,4.688977486000001,3.8129638939999997,3.509336625,5.142194135,3.671232915,4.367952152
YALI0C07458g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C07480g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C07502g,132.2279715,150.6416864,194.1043142,186.6398073,100.03427950000001,124.0203158,118.57873090000001,103.1291522,118.3557098
YALI0C07524g,1334.567313,1353.076043,1001.6488820000001,1108.365717,1003.0940130000001,995.2055911,924.3033197000001,1161.7550410000001,943.2297207999999
YALI0C07546g,1.3692044859999999,1.2564910740000002,0.45251149999999996,0.439594585,0.830988422,0.896057325,1.2593569340000001,0.738553758,0.446804243
YALI0C07568g,40.1586223,45.85071729999999,61.08527763,42.83244959,29.87010653,44.40941478,47.56920184,30.51997843,36.78673424
YALI0C07590g,3.662312637,3.8414283780000003,8.052323063,9.746340404,5.564288684,7.059520792000001,6.29889364,9.90554307,6.401913815
YALI0C07612g,28.79066041,37.117003499999996,49.17668728,41.78968323,32.67993738,40.572199,43.47322229,29.54053067,34.51641167
YALI0C07634g,0.5630700439999999,3.051865173,7.787878955,11.74494411,2.602441193,2.411957857,4.194961372,10.39705419,6.573414842999999
YALI0C07656g,24.35797378,24.49375185,62.94777272,96.31957352,25.9755234,24.29424526,22.15678201,18.52243769,23.41221261
YALI0C07678g,16.00080954,18.04390636,34.06581612,28.42992377,21.27248984,26.12020065,25.34091945,20.67857738,27.97892663
YALI0C07700g,27.53186857,28.42361452,26.96584251,25.60350077,19.79733543,27.23118833,25.5380282,24.82365156,19.45964645
YALI0C07722g,2.1317651840000003,2.110983116,2.348679361,2.569198058,1.7182919490000002,2.399373264,1.77495511,1.9460825919999998,1.5524265019999999
YALI0C07744g,1.44484406,1.089135404,1.657641144,0.9443257270000001,1.503248718,1.9647971309999999,2.213072185,2.433493139,2.384378375
YALI0C07777g,18.3799576,21.88832581,18.86636287,21.61460198,20.35241501,21.38272999,21.10521023,14.65615619,15.55532888
YALI0C07799t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C07821g,2.6301795340000003,3.457853949,2.035276766,2.426943803,2.003038173,2.398552471,2.012012873,2.500983425,3.2226130889999998
YALI0C07843g,52.28372834,56.37958475,68.90992287,60.71023422,61.34770271,78.33868727,74.68155349,58.92080225,64.33450491
YALI0C07865g,35.72986051,32.17192523,17.70865673,14.40896384,35.69748206,48.69438434,42.15728508,32.54389602,29.59326066
YALI0C07887g,270.7430475,245.1091199,188.0298896,197.8578908,313.7353028,310.3700642,290.29852860000005,353.2220514,298.93361200000004
YALI0C07909g,20.83297287,22.2163328,17.76125042,11.70991209,10.60813267,17.07835133,16.83483439,11.34004657,13.51754684
YALI0C07931g,0.367403204,0.126434414,0.874252218,0.663513076,1.749550238,1.573802502,1.7379125690000001,3.694615172,3.452903193
YALI0C07953g,858.3337918999999,940.6182405999999,961.0264012,1702.358089,2859.657017,3023.207636,3293.1471070000002,2231.496965,2937.370665
YALI0C07975g,13.35329663,17.87120435,25.35398374,16.81644933,11.61533669,25.93881995,29.98098788,14.91542113,16.2846291
YALI0C08030g,62.80684736,76.20863322,42.60976981,59.04657652,76.28907678,83.62329808,76.85081267,86.25833587,65.73187271
YALI0C08052g,164.6467179,150.0651275,91.30070091,80.89347921,127.2131154,159.43340039999998,162.7419086,113.0730522,144.5834264
YALI0C08074g,0.9624835509999999,1.6789393769999998,1.5400106830000002,2.013915029,2.426444616,1.741561034,3.202657308,4.039528784,2.222397042
YALI0C08096g,26.19478119,22.15602204,21.70544226,15.28541772,11.29486831,20.41371666,20.91043207,14.39988657,13.90918187
YALI0C08118g,350.7494474,323.46137660000005,402.23053050000004,440.38167139999996,397.11827719999997,421.07165419999995,408.3436236,403.53150560000006,428.0978698
YALI0C08140g,51.64795268,58.07530619,122.0969933,118.2864537,49.65133562,39.67385137,36.04111162,77.7178679,57.73874507
YALI0C08162t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C08184g,4.337398933,5.037621195,3.3012128030000003,3.0411016,5.601348037,6.694125225,5.838300035,4.5452790819999995,5.4232610370000005
YALI0C08206g,24.36214376,27.26750781,22.18461906,24.34779744,19.25786175,21.5300235,22.19008537,18.20788593,19.58929789
YALI0C08220g,30.59042547,30.15816549,27.06018771,18.09581117,43.74989392,57.513056799999994,42.16883094,49.4159605,37.69606164
YALI0C08228g,3.260504622,2.435641315,1.206354522,1.464899,3.4304906639999997,3.378111431,4.720952973,6.342450287999999,4.017176334
YALI0C08250g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C08283g,1.436954752,1.2137703770000001,0.40798436899999996,0.77852201,1.399640191,0.944281501,1.390330055,1.800594061,1.237290311
YALI0C08305g,146.2952938,150.91914530000003,150.12178380000003,136.551392,123.3111115,135.7464092,137.06407130000002,120.5878668,134.4389423
YALI0C08327g,7.087253157999999,6.809507807999999,12.12552749,12.08249121,11.08556705,14.06626465,13.04775408,8.945561426,12.25567491
YALI0C08349g,0.08571669999999999,0.30972559899999996,0.267706279,0.17415041399999998,0.5042191,0.872039881,0.46374744799999995,0.144899983,0.5475404229999999
YALI0C08371g,38.15094349,43.2922026,34.84421472,35.19051028,40.92341873,45.04426009,38.26137356,34.48485365,34.96968384
YALI0C08393g,3.097926422,3.59103662,17.08736307,17.00006876,3.318847476,2.8907368439999996,2.87938177,3.3357829289999996,3.894731782
YALI0C08415g,7.91666427,7.315133971,2.224659662,3.080596426,3.749036225,4.075024335,3.693064208,2.2295091559999998,2.543433156
YALI0C08437g,28.87768598,29.04804107,27.54996486,22.16914279,30.58037392,46.70710786,45.31716555,20.83373261,30.90203278
YALI0C08459g,100.0857003,90.95648168,76.68548552,71.27045631,90.98193558,104.4679247,97.45794188,71.27839615,90.69452083
YALI0C08473g,0.673105106,1.1678293229999999,1.484894035,1.6309252719999998,1.084139798,1.251433287,1.711379552,0.7391175390000001,1.169638009
YALI0C08481g,51.7491321,57.756316500000004,83.07721212,72.02646203,55.17980727,68.56086431,70.53336648,59.60718095,56.77546274
YALI0C08503r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C08547g,1.396005264,1.015405918,1.925166802,2.200250616,2.906141055,2.684162298,3.1516549169999997,3.06949447,2.459969891
YALI0C08569g,0.14493223,0.0,0.086218167,0.0,0.121792568,0.051735782,0.23994848100000002,0.125641542,0.127696124
YALI0C08591g,42.82216445,38.56506966,44.15744752,32.01428086,35.38478972,50.27128073,44.28493628,38.87703889,39.80853028
YALI0C08613g,0.449422879,0.0,0.0,0.365236556,0.37766869700000005,0.240642584,0.31888304,1.2856933529999999,0.098993784
YALI0C08635g,216.9428441,209.71515209999998,393.75104730000004,420.90810210000006,208.0943584,159.70955890000002,158.89486340000002,233.25609300000002,212.8068232
YALI0C08657g,63.32871011,58.53137031,41.10039897,41.06214696,50.1032189,59.96670717,56.46310242,46.68558645,44.79403608
YALI0C08679g,0.0,0.0,0.0,0.21577661,0.334682016,0.319878557,0.28258741,0.0,0.175452398
YALI0C08701g,22.88432924,21.92105204,23.36685216,21.87555057,23.70902251,32.67564921,29.39029617,22.45814683,21.48857736
YALI0C08723g,143.5435773,139.2248725,120.33675149999999,126.53040060000001,221.50598440000002,233.32537090000002,200.56723540000002,228.8765213,192.84564709999998
YALI0C08745g,66.24606028,70.49084721,63.12168525,59.33190289,70.80850613,73.12003902,75.99173683,59.51916334,69.61632765
YALI0C08767g,15.64252546,16.97182679,10.1624163,8.846841018,12.00156644,18.60258713,16.84853176,12.06415365,11.67601461
YALI0C08782g,197.6154754,196.6022045,175.5942446,208.5029049,178.99617780000003,207.9863778,173.6547716,185.4978298,157.6742934
YALI0C08811g,120.43985970000001,126.5165146,333.27317719999996,368.72369530000003,138.33342219999997,130.8947211,146.7915437,158.9611073,173.7662321
YALI0C08833g,2.637766591,4.084804155,2.017505119,1.3610524640000001,0.527767794,1.4123868609999999,0.757551632,1.241338431,0.94069478
YALI0C08855g,43.81062257,36.62687673,37.704004600000005,36.70983,48.20369871,48.44896018,44.55267272,43.73646826,50.31775808
YALI0C08877g,115.7995625,123.10482479999999,147.80229340000002,122.785338,123.44272720000001,130.8701725,135.9870199,104.3460157,136.1078221
YALI0C08899g,1.224677346,0.52681006,1.123171253,1.769368204,2.001119554,2.987310305,1.7379125690000001,0.601613582,1.7084677259999999
YALI0C08921g,0.33552804,0.173197828,0.0,0.18178440399999998,0.422937205,0.628802369,0.47614043,0.523563794,0.739063183
YALI0C08943g,0.123704782,0.30650767100000004,0.22077076199999998,0.134043046,0.5613530179999999,0.31793989899999997,0.544194845,0.7206494240000001,0.17438905
YALI0C08960g,15.15417383,15.26117885,14.44480175,11.00617926,11.52869813,22.24059091,19.0727199,15.15346842,13.6402255
YALI0C08965g,46.04468722,46.05825093,78.34208189,75.31304269,35.88649649,53.65235802,59.02131645,119.37594479999998,59.2767066
YALI0C08987g,119.7037058,141.09729430000002,168.6274678,238.40393450000002,209.0991262,199.5942235,239.4155596,166.505406,239.29788080000003
YALI0C08998r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C09009g,0.312562664,0.7627134040000001,0.253553428,0.431052579,0.477562505,0.639014937,1.189522524,0.827660011,0.550782122
YALI0C09031g,0.9539400690000001,1.200564172,1.394393375,1.181328919,0.862712415,1.070216835,1.701813494,1.8051557809999998,1.2407269909999998
YALI0C09053r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C09064r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C09075r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C09119g,2.559615031,3.374294659,3.1976266819999997,1.792125351,1.82003524,3.9218551089999996,2.5984866380000002,1.720521535,3.08790579
YALI0C09141g,13056.97323,13765.937680000001,15279.406530000002,13582.04071,16429.788090000002,14780.77074,16164.94306,16042.213080000001,16020.305180000001
YALI0C09163g,23.49488298,28.05433142,38.74100495,26.768338699999997,22.26138147,29.04442386,29.01493516,21.87133445,24.17402718
YALI0C09185g,33.74666464,36.75688071,27.413235399999998,20.95487049,17.66366369,33.01899367,30.28284253,21.94952804,22.92061964
YALI0C09218g,2880.246144,3073.928835,2976.263366,2615.627966,3000.860109,2271.1823170000002,2655.893551,2586.103854,2725.1200989999998
YALI0C09232g,34.68752787,32.7043685,54.828103399999996,49.06205262,66.37509364,82.01259704,85.55495302,64.13706338,97.21566728
YALI0C09240g,12.29801519,12.37893429,8.733377285,12.77054457,16.79361538,19.20609748,15.88844754,13.80616548,18.46544725
YALI0C09262g,887.2560576999999,888.1315192,928.7310832999999,845.1190627999998,815.5419805,758.7768173999999,841.1818668,704.7136347000001,924.4109231000001
YALI0C09284g,6.457769621000001,9.018700543,9.473552194,10.8245478,21.14493563,25.35719901,29.98344039,26.480177,21.28602864
YALI0C09299g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C09328g,288.9528578,307.95025610000005,293.7930915,346.68077430000005,328.7304966,309.74257939999995,326.90387289999995,316.10100819999997,353.265775
YALI0C09350g,39.87159767,44.25204501,43.02960137,45.46572557,69.87675585,74.81523257,80.27971126,72.60382088,80.06909748
YALI0C09372g,2.86416476,4.333437588,5.904727684,1.926328286,2.904850965,2.379741686,2.733007668,2.979528365,3.350221092
YALI0C09394g,23.02203537,26.56102812,38.71446354,39.55360897,42.08334477,51.08758122,55.30334181,42.91126149,53.53338284
YALI0C09405r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C09416r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C09438g,12.75802396,15.25849858,13.37506359,10.80254686,16.61867678,25.93140745,26.23357587,15.01247152,15.06959648
YALI0C09460g,57.16345927,54.90446555,103.0799196,79.08228422,35.92306261,46.59734548,45.03690698,31.11975044,34.01535620000001
YALI0C09482g,0.23627215699999998,0.731774745,0.351387548,0.512035815,0.496373247,0.7590687309999999,0.279407165,0.245788791,1.422518397
YALI0C09504g,69.19427003,65.42980941,48.63027964,49.76348073,72.85504547,79.12729246,70.27683949,62.63859056,62.49395102
YALI0C09526g,156.272617,165.6681862,171.1326185,138.8589222,136.945541,141.5272997,156.9272341,113.70825049999999,186.55021440000002
YALI0C09548g,104.4940527,108.69721229999999,99.68991122,112.94042720000002,141.93346619999997,138.60406930000002,132.3439175,117.68508759999999,133.98630649999998
YALI0C09570g,53.6169716,45.9866635,23.15568947,23.34433202,50.79845474,70.45325225,62.5754495,66.96295791,49.67496019
YALI0C09592g,0.742228694,0.6385576479999999,1.876551479,2.948947006,2.183039513,1.987124371,0.526640172,3.474559723,1.634897345
YALI0C09614g,7.9186523829999995,10.02854786,10.20788812,6.077176586,8.864699737999999,18.52496695,18.76155614,9.004900615,12.58053507
YALI0C09636g,868.7157642000001,917.5901058000001,535.7063657,510.1015062,780.7274461000001,736.1202533,806.2350798,601.6037853999999,761.8938425
YALI0C09658g,38.78939142,42.35798861,106.9428176,108.9503962,74.24275903,54.0930821,62.75419703,134.3406295,95.72737451
YALI0C09680g,58.76552535,54.66573224,141.74830659999998,130.85095090000002,26.44668965,35.65964002,40.50077255,79.45249682,71.26631590000001
YALI0C09702g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C09735g,773.9691665,745.4767582999999,733.1469495,899.3883293,936.7501374,1154.338016,1089.251026,890.053655,1146.264257
YALI0C09757g,17.5650934,18.62095159,16.34143423,15.91373992,14.59666944,25.49852659,21.82199646,16.09002623,17.88356235
YALI0C09779g,14.241200899999999,18.08879979,18.42930736,14.28830312,27.97950662,34.86159647,31.36663196,27.00616743,26.73618261
YALI0C09801g,131.8329143,101.89126329999999,76.4970691,85.1973093,132.3189256,174.24241990000002,156.26608810000002,162.301843,158.5905379
YALI0C09823g,47.43865121,49.96823692,129.3583443,110.7380445,46.58764045,50.47524308,44.03044774,43.93121489,50.60289162
YALI0C09845g,95.41833928,106.7546229,130.282586,142.2802823,90.11749822,80.85695463,87.87792684,77.10501229,84.07068644
YALI0C09867t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C09889g,1.21274867,0.882577892,0.975727922,0.538565809,1.921297531,2.278096154,3.061096001,1.240914187,1.681608698
YALI0C09904g,48.32484667,58.03498156,84.39343024,77.07359575,56.25628302,77.44645933,76.66019508,44.10094913,59.88798103
YALI0C09933g,60.71821366,64.53145962,91.22131698,79.39457785,67.99142219,73.2888073,81.20167804,64.10257903,101.21606440000001
YALI0C09966g,1.095239903,0.102792207,0.355387081,1.7262128819999998,0.83670504,0.319878557,0.353234262,0.207155322,0.7895357909999999
YALI0C09988g,680.560812,744.8915664,933.647037,1028.1078890000001,1015.948532,934.7230961000001,950.5007130000001,920.9546293999999,1030.56724
YALI0C10010g,20.31115824,20.73047284,33.75355852,51.4535612,50.07869107,32.04519245,31.82347449,35.55195732,44.48463135
YALI0C10032g,7.139291071000001,8.198030517000001,11.22755417,10.17992665,10.33846501,12.09695987,13.72871572,7.75650065,10.7410516
YALI0C10054g,2.064590161,3.7542785860000003,0.900211815,1.016878278,4.416263843,5.854022716,6.4422621079999995,5.46699563,6.9248238120000005
YALI0C10076g,0.0,0.0,0.0,0.050076459000000004,0.0,0.049490645,0.065581606,0.192302676,0.040718198
YALI0C10098g,211.27254309999998,211.56692,165.8837542,210.96313199999997,236.43997190000002,277.1641073,254.44822480000002,224.682256,242.0905684
YALI0C10120g,0.221861838,0.458095704,1.227437444,0.38464526200000004,1.9016850419999998,2.043282234,1.22787301,1.061671026,1.954768565
YALI0C10135g,15.45709271,13.6254563,9.999790239,8.374436886,13.73861552,19.09954493,15.05909677,11.90514598,11.54983547
YALI0C10142g,54.15433711,56.95849363,100.56805,106.2282231,50.5683956,58.69080759,63.95922418,50.26183431,56.81947218
YALI0C10164r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C10208g,198.2274834,217.6032655,155.9834535,131.42319540000003,141.2193018,154.67490959999998,150.74248369999998,122.058842,151.475805
YALI0C10219r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C10230g,1755.171728,1907.6948670000002,2202.22268,2396.4959489999997,1953.183328,1722.4660609999999,1905.2396379999998,1731.09345,2103.981294
YALI0C10252g,93.85331388,95.95346903,108.7055841,92.80216676,56.68654032,63.11160709,61.82506536,49.29022944,59.7550561
YALI0C10274g,0.174953907,0.0,0.260194113,0.0,0.686098133,0.6869772829999999,0.41378870700000003,0.424668411,0.5652073679999999
YALI0C10292t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C10311g,153.22467340000003,184.5699013,502.5635194,390.25108450000005,138.9039108,196.6306194,205.54841969999998,164.394201,183.7730855
YALI0C10340g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C10362r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YALI0C10384r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
