Gene,WT_NoIL_Shock_rep1,WT_NoIL_Shock_rep2,WT_NoIL_Shock_rep3,WT_NoIL_Early_rep1,WT_NoIL_Early_rep2,WT_NoIL_Mid_rep1,WT_NoIL_Mid_rep2,WT_IL_Shock_rep1,WT_IL_Shock_rep2,WT_IL_Shock_rep3,WT_IL_Early_rep1,WT_IL_Early_rep2,WT_IL_Early_rep3,WT_IL_Mid_rep1,WT_IL_Mid_rep2,MT_NoIL_Shock_rep1,MT_NoIL_Shock_rep2,MT_NoIL_Shock_rep3,MT_NoIL_Early_rep1,MT_NoIL_Early_rep2,MT_NoIL_Early_rep3,MT_NoIL_Mid_rep1,MT_NoIL_Mid_rep2,MT_IL_Shock_rep1,MT_IL_Shock_rep2,MT_IL_Early_rep1,MT_IL_Early_rep2,MT_IL_Mid_rep1,MT_IL_Mid_rep2
YALI0B19844g,0.563137568,0.943982972,0.938486588,1.655740934,1.41465079,0.96799488,0.742392253,2.869403873,3.338557446,3.094423339,0.331530401,0,0.120378936,0.41160547,0.462677225,1.245702856,2.507356554,2.0644412,2.470912856,1.681412929,1.498898952,2.435161515,1.735506413,2.090074841,0.745283136,0.156322482,0.108944178,0,0
YALI0B19866g,11.77722273,13.09514156,11.24098379,21.80693279,21.28852959,16.53233361,13.08122646,41.36519544,47.74137148,46.93972785,2.093553087,5.689414088,2.648336585,1.006146704,5.08944948,7.412296236,8.799627524,7.649719509,9.060013804,9.341182941,7.37746361,9.291890009,8.792114612,3.873006068,5.667832243,0.229272974,0.066576998,0,0.512252058
YALI0B19888g,17.30660062,19.23601301,22.88524241,23.01104276,22.79146679,24.64586023,28.91520143,27.36882721,27.21258174,26.55015224,23.01824298,25.36215816,27.24824727,19.43915149,24.23649416,23.05645882,24.02028726,25.15617322,30.19734545,29.16366478,28.05814107,28.0281151,35.60806418,18.72444468,26.59712847,13.16539719,16.41946452,17.21837674,22.80627045
YALI0B19910g,18.01241442,15.84083766,17.99840418,8.91949949,9.001468122,7.816043768,5.017071052,6.431503445,5.625824463,7.604380757,8.379959921,9.059115633,9.635437361,6.020824692,15.75563616,16.43407094,12.72578715,13.29859894,8.152328058,12.70718878,12.7996834,10.96770461,9.660075934,5.633303982,10.00053683,11.87585225,12.85077714,12.35429625,9.828700128
YALI0B19932r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0B19976g,86.77036596,151.5911042,146.9436456,4.082257819,4.248468223,2.46764739,3.24621989,19.68472765,32.95694677,12.33138792,7.455423572,3.44267404,1.665889142,3.718280058,5.282356033,3.364613806,3.924244099,2.758666371,2.24088503,2.855690024,2.896520948,3.219260532,2.52354316,9.796818026,8.881290702,1.29798087,1.350600309,1.292708075,1.063336127
YALI0B19987r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0B19998g,175.8969049,203.7642013,170.9413605,32.3557444,43.17854527,13.55194034,10.96048487,118.2214698,150.0880626,148.8019146,10.61108399,11.37535689,9.792599286,10.03666932,44.00453253,80.81770976,76.04974628,77.34476255,28.2675667,39.80903734,40.50483963,26.46565585,31.32247383,21.95217818,27.60740836,8.534632389,3.047829017,3.904288814,3.511197905
YALI0B20020g,295.7524562,248.2246132,259.1222409,262.8164331,290.3463575,213.776343,172.5133999,228.2915112,253.38437,248.1102381,114.0816202,127.3678481,123.7002999,118.69205,199.0353301,259.3773878,257.54785,259.9736206,205.4892259,214.1036186,227.197358,160.1105198,203.4406805,58.72436086,51.77082955,154.89,94.9869436,78.80306987,67.70998506
YALI0B20042g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48402639,0.262865974,0,0,0,0,0,0.238131819,0,0,0,0,0,0,0
YALI0B20064g,9.291769878,8.242151322,8.664242247,65.37500382,68.2016408,30.66537729,24.90300681,4.957079128,6.10538693,5.554919674,2.697137949,4.24387002,4.179406173,3.065603239,18.48106343,19.83290074,18.17385759,21.65000786,16.52572906,21.87938574,19.78825128,20.130916,14.30063572,28.64582414,36.15140766,2.966219103,5.224213808,5.744867005,9.16290869
YALI0B20086g,190.9945167,192.7394235,190.6806926,155.1140327,145.3084854,139.0741281,119.0116826,272.7463477,242.6142204,299.6775109,131.7064231,165.4561957,170.3311637,228.9077987,279.4283769,221.4873094,233.9961342,248.9902502,150.3385346,151.4085692,147.7976942,128.6121132,158.3720818,47.17852863,52.21277531,208.4150801,156.6095328,150.7208884,97.62077522
YALI0B20108g,51.90737054,43.55719192,59.96887659,49.72240735,52.22291026,68.53286669,59.78486353,69.59641072,60.13633625,65.19964923,145.4656558,141.8328066,132.5813222,82.5618363,63.82043202,68.36583424,81.82748101,75.99394698,54.12078438,64.21744163,67.23166945,59.66459284,72.78441125,98.80848704,117.3874945,64.92412525,89.0713393,109.1568246,151.4344351
YALI0B20130r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0B20174g,0.545033315,0.308351798,0.875875445,0.590580446,0.513439246,0.166418569,0.471532135,1.602205209,2.035672693,1.871838145,0.120327024,0.440738103,0.393217488,0.298779605,0.403022395,0.7138746,2.067069107,1.85535228,0.757494131,1.165039923,1.058626945,0.970054745,1.122850816,4.037605689,2.614796247,0.306376195,0.177932941,0.073971297,0.273807826
YALI0B20196g,556.4547723,542.6083617,563.6197588,298.6184117,341.7995378,481.7438124,387.4020827,156.8490093,142.521174,155.5093273,310.9206,318.670548,269.7769493,213.6819494,245.9796503,292.0082152,278.4355725,256.0600663,310.8908471,344.812404,360.0571009,306.7382535,350.4206873,151.3626988,137.4693033,270.9647876,366.0113349,339.0081866,378.6289089
YALI0B20218g,36.93451027,39.57228343,38.41391507,27.99795089,30.08831154,42.06590297,29.560164,52.95404051,60.55960273,57.2042854,48.59948048,56.16559769,71.13625552,48.26575328,41.97866241,41.66555722,40.73178641,40.81487188,24.07609201,36.08127882,38.30946541,24.27784703,28.49499163,130.0036403,112.8883693,34.87854379,40.92159739,57.76814924,112.4231873
YALI0B20240g,131.5454164,126.2075734,130.0641858,294.2704827,326.7180206,357.8970018,370.587133,115.8521814,130.2037404,121.5205832,186.1335995,202.7570568,191.8990708,164.0376424,85.93651117,84.45988297,77.26911736,66.13584845,273.1918019,252.315117,251.1579897,244.7393005,251.9172447,132.2941525,126.9620875,162.0165288,241.8509694,205.8343812,203.6036031
YALI0B20262g,19.95235235,23.9487114,27.72225578,9.949683044,12.48082482,12.74951152,8.925068712,80.80308968,99.62749226,82.52458897,53.56996495,42.40067068,47.93404063,39.01891917,28.05006714,22.6550744,24.02973584,24.62009186,8.267372194,10.97135453,11.8841181,10.76008706,10.74984431,94.90958097,72.74471977,25.47362813,28.05851186,39.35938998,76.61273077
YALI0B20284g,0.340645822,0.308351798,0.408741874,0.963578622,0.641799057,0.776619991,0.404170402,1.161598776,0.727025962,1.946711671,0.120327024,0.165276789,0,3.435965458,1.209067186,1.35636174,0.858028686,0.713597031,2.141879958,2.396653556,2.403965355,1.681428225,2.218315027,1.541631263,0.360661551,0.442543393,0.207588431,0.221913892,0.182538551
YALI0B20306g,384.451925,293.99034,391.8691155,810.6766625,976.276326,1497.309232,1491.355454,130.982788,113.9804451,106.6425976,33.36789951,26.39552857,21.41277019,42.35018718,143.8523142,245.3487505,251.7538243,254.6089342,632.0469872,632.0343323,679.0272679,773.5919573,769.4590238,705.0588041,687.2943083,54.63127612,108.7817112,96.37042474,116.7763347
YALI0B20328g,18.04340008,18.9074788,13.78856103,38.36240957,30.56196108,35.38984559,41.56843512,7.002485612,7.588032553,11.03814277,3.296641702,2.443761436,1.710018656,1.55919423,8.938556306,9.127194055,11.29591407,6.796184702,20.65109943,22.49530066,21.5224934,15.77741578,26.5827812,5.938027198,7.175612355,4.707687791,3.017789818,1.640595197,2.26239005
YALI0B20350g,0.534009763,0.322256256,0.122049487,0,0,0.23189714,0,0.586058616,1.063733476,0.234749357,0,0,0,0.078063106,0.263247387,0.522245662,0.489119801,1.267817749,0.818950026,0.27830283,0.230492383,0.60827836,0.314836995,0,0.659618408,0.320191567,0.061985481,0.077306873,0.47692433
YALI0B20372g,411.8380121,368.9438723,383.4388058,169.3510882,191.2805311,97.72763165,80.54424583,504.9505348,487.0791459,535.9499035,157.4962628,170.1884498,169.2376439,182.3563743,247.2379621,237.2072447,253.6888863,247.2343741,219.2357132,293.1703331,294.3433925,230.7799252,227.0160279,89.01948486,96.87690103,543.4655635,136.6987105,73.60673531,53.90337271
YALI0B20394g,45.42431923,40.16560675,42.31941176,34.61153562,33.14701823,58.06000161,52.53829513,67.5160756,79.02222102,81.23103839,66.07183938,100.896804,95.7869223,88.3495569,48.62766025,34.33868213,37.39499253,39.90247806,34.41013641,34.43698726,34.86487177,25.37589153,32.37096743,19.51922259,22.52106436,76.30570292,89.12536097,73.39813323,59.49226265
YALI0B20416g,26.04847499,27.75486382,23.50802398,71.49673974,77.86941966,68.46266397,96.52978401,18.28909759,14.63473817,23.25091214,72.07326323,84.32342809,85.10565744,49.04965182,23.74442225,28.12665923,25.65872699,27.76537132,108.9421241,105.7781588,113.6140039,69.89168888,97.01205817,33.87975402,35.35915737,68.73368064,72.79914729,73.90585232,78.24961369
YALI0B20438g,126.9536719,122.8183747,116.8419758,122.8692681,115.076044,112.5420581,95.98097354,68.30122007,69.96850181,98.60794249,84.94732808,93.58640106,90.75545568,96.49111834,109.9170907,122.6045687,108.8755285,119.7914166,103.5895705,124.8721985,122.1097257,101.4609412,105.8866727,43.05399435,40.82481824,81.70612256,86.6934016,83.51626251,63.9618074
YALI0B20460g,73.69393213,82.78158845,78.13648273,83.03664467,81.28668403,79.25715695,71.11988211,73.10793278,74.34713785,74.20473762,43.70959436,42.83327282,48.93848667,81.70241799,99.36653706,101.8219717,98.16267809,107.4690316,70.47650737,75.43156755,71.37217941,69.06311728,76.92813068,67.88513799,58.90465907,75.48989219,83.0614353,83.39451153,72.58474923
YALI0B20482g,297.6272176,232.9240473,280.9514535,321.0925571,350.0391186,357.8789089,376.4887443,626.7747196,573.2758594,620.4315378,745.5904649,850.4289796,984.6287419,647.9426523,305.2911326,233.861064,231.7188859,236.0044961,323.5679687,291.9177819,328.3331179,259.3992771,340.5382899,179.4816608,169.2150553,316.7918586,319.2666869,313.1124187,278.154903
YALI0B20504g,4713.466521,4606.38209,4601.65429,3924.18066,3511.630429,2777.522926,2803.522075,2210.827215,2387.584697,2530.237482,2009.910896,1710.108509,1566.898182,2278.024911,4486.109,4328.179734,4571.434009,4520.267373,3251.896538,3020.531086,3011.109665,3761.242202,2979.44134,1277.343682,1316.231285,4368.205525,3708.095645,3646.926404,2411.756066
YALI0B20515r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0B20526g,8.367058825,8.398205759,5.883297708,6.762213334,9.426280762,13.45859013,12.763763,0.642512827,0.14577518,1.050896611,0.241266399,0.110464894,0,0.149769929,7.222356171,6.799065208,6.216986473,5.580219835,12.54354983,16.85263493,13.97405526,12.70763488,13.37121386,1.47195618,1.71750151,0,0.059461899,0.074159519,0.183003025
YALI0B20548g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0B20570g,87.74692862,81.05045728,80.74770146,89.65530092,94.47165272,144.6679266,133.4646331,51.0585101,50.50956865,54.41417757,120.3480893,123.8538884,119.0527442,149.9105745,75.42008139,63.34407289,65.77040053,68.35979713,88.96213604,91.6030938,105.0901613,85.55819448,112.9961361,97.62842133,101.45071,136.4352413,144.040454,128.0692836,137.2426575
YALI0B20592g,15.62593399,17.1671512,15.11526887,19.05053649,21.68319666,18.79431097,16.92439151,9.415664643,11.13965335,13.43184031,15.45940674,21.75878238,16.90233657,21.82354074,19.12969163,14.94653389,15.03245909,17.86095447,13.10049695,15.26917886,14.79744397,12.61696002,14.59560528,14.25237571,11.75591136,16.71699033,24.27165773,20.66175568,24.71170744
YALI0B20614g,4.421182008,3.990132729,3.755444775,1.548856643,0.966851404,1.832072663,1.327026153,10.53661981,13.47991665,9.283876765,14.08321641,13.343022,20.42919052,14.62833734,2.101643256,2.48176405,3.028107118,2.894265604,4.782507572,3.66449112,3.808073128,3.5597205,3.522722927,4.508731657,9.821662658,2.327457854,3.230355104,6.557555509,13.90809537
YALI0B20636g,72.86590935,84.21667322,65.5560948,44.62232682,43.53018763,22.38569694,30.53537687,10.21170202,12.88521445,13.47412571,88.99411653,28.16568111,19.38829802,28.51329241,38.53012636,46.66689654,49.28982088,55.11265428,76.91896021,72.51835058,67.23135819,82.65604877,53.31688754,28.92393893,38.47534934,37.26717162,27.37109393,35.54845547,21.96178781
YALI0B20658g,92.98907589,104.291938,86.77078161,54.61153793,56.87987726,32.02893158,28.14606087,117.2913114,115.3572991,145.3520681,48.69649503,39.01783691,29.77416927,72.81148315,120.5143937,101.4295946,101.3431066,104.2364398,53.13448872,60.32909591,55.39864509,64.42377073,48.80955748,31.85204139,29.29729476,64.81037484,37.8800926,32.88672557,26.59271185
YALI0B20680g,33.72480536,32.87787937,32.00051156,40.20815673,41.84914607,33.98320963,26.9636819,20.67324972,21.81244804,24.49567618,25.21618538,26.46845932,24.80028714,32.99590098,28.91248737,24.28794426,25.264587,27.7571041,32.63341756,36.88599614,38.06117194,33.03638566,31.80667761,25.05019711,21.00244,36.73032005,37.28829895,38.40110454,26.97007086
YALI0B20702g,0,0.078787684,0.201417272,0.047652815,0.09839254,0.042521995,0,0.982519614,0.780209184,0.77480989,0.737880892,1.351368192,0.30141574,1.030615252,0.308931564,0.218884508,0,0.164099551,0.120133914,0.178609233,0.2366807,0.198288752,0.167942762,0.562722547,0.276460411,0.208754381,0.136392177,0.056701734,0
YALI0B20724g,27.06291445,26.64267729,26.18235297,23.2678129,25.52687916,17.31155169,14.72437992,33.18382642,41.76855106,37.16155908,17.54822735,20.65755461,20.02875949,17.11447731,44.08192196,45.06575167,41.36628374,43.78678174,14.90887099,24.39688089,26.17365305,18.6868757,17.73560338,17.29446909,16.10739694,26.98695227,27.7034988,30.45230456,33.55551526
YALI0B20746g,78.43157144,72.4865841,79.64343529,83.64376177,105.208359,117.0981921,108.2586092,29.75512038,33.12057647,32.77796573,79.71435528,80.0044868,91.22622962,47.82341053,58.51276449,72.61170534,71.25687185,64.74914336,65.80467247,89.5282326,85.31159354,59.05545085,71.8043508,56.64271374,52.79433917,38.77041817,62.17407383,67.29590144,77.03950797
YALI0B20768g,2.03355233,2.300958494,1.742903663,4.870875807,6.297774804,8.196114546,8.796574876,4.931787907,4.448627797,3.436099249,4.399684695,5.097703779,3.961219352,2.786912035,1.090183213,3.941993907,2.64839536,3.407966426,9.083003689,9.662392254,8.442700262,9.337879255,8.154050509,13.14724497,12.7163935,1.193912959,1.615437896,2.345926844,3.098833899
YALI0B20790g,50.84260929,64.0254245,55.25819052,102.8194843,97.83896734,113.4689503,140.7226487,116.9125647,106.7265052,86.47868904,65.79639092,56.05783631,50.0337608,46.29920406,46.99416903,63.9202427,66.06164784,72.87315124,221.4109208,205.1826626,181.1543755,237.9333758,178.5613489,194.7184799,177.7918195,40.48810732,51.25059969,64.00936841,55.45248215
YALI0B20812g,3.211266073,3.146995993,3.481530261,2.379230017,2.585570845,2.793495074,2.035316185,4.582831135,9.431117557,7.420287948,1.357308512,2.796523823,1.636931969,1.324039681,4.383795749,5.4642794,6.284872694,4.54221292,1.894135949,2.789288688,3.056451552,2.110315415,2.846526789,4.968529387,3.414483951,1.618273354,0.764614357,1.043010419,0.808918281
YALI0B20834g,20.52165816,17.43561698,23.31278753,25.55392406,24.97410505,41.93457655,37.38653129,32.97493814,33.30539826,34.77707858,30.89920116,31.88830336,30.12073393,30.60586267,32.67223182,36.42281942,40.26582191,35.53923694,28.16201089,30.38541938,36.27127706,22.43752316,29.70162029,170.323747,157.683049,23.59624658,32.04000606,34.19163101,52.82815022
YALI0B20856g,282.7700238,260.2379129,267.7256775,252.2258396,266.9471788,365.2389888,366.5092788,569.3923389,581.7291227,628.50521,406.6298458,522.2074089,609.3158979,562.0648967,340.2781946,274.2198704,294.9909971,316.8587799,303.5212928,288.3057902,322.6488644,262.0304122,330.3178804,159.5461814,160.9282268,381.1783478,355.5568811,324.9289817,264.1565399
YALI0B20878g,109.6685218,102.8729201,100.9035945,142.2351776,137.3383219,234.6252388,219.4491571,85.84620884,89.39491707,75.53231231,235.7715159,207.7399822,221.300515,160.283728,102.0417542,104.3895473,100.8620834,100.1504697,112.3082782,105.316258,115.9385969,101.4929,110.2206095,182.3761116,179.1159635,77.45925882,131.5459827,152.2761212,230.7238277
YALI0B20900g,143.9191912,157.937791,160.9263173,172.9621236,163.8460333,161.4564513,150.6685078,125.3635195,124.2744624,129.1199712,120.710219,127.3439292,130.29816,156.3551978,139.3491268,206.9112444,170.6865064,193.8543056,153.6859817,157.4475067,158.2837293,137.6578986,165.7836213,39.01023559,38.62222828,100.4903446,86.88298233,88.70448306,92.29757584
YALI0B20911g,104.4504249,108.1504632,90.67199997,101.9363791,113.1216142,109.4100938,99.13665964,99.0535096,98.23489261,92.14464603,112.3868557,117.3419829,108.601273,117.8922808,85.93385758,89.50895673,88.40264961,78.88941104,150.5581814,146.7339391,148.1314889,136.0187939,134.6886135,68.39660854,79.82713054,91.91486101,120.7602961,113.1499774,122.1585563
YALI0B20922g,893.2039685,763.2534985,873.3399771,948.351788,959.0178038,1090.304005,965.8136552,982.212887,941.2283723,1016.116938,1038.146009,1044.316693,1243.007811,711.740175,979.3103267,1118.425352,1045.621412,997.9306687,1024.261349,890.1654808,954.2281055,877.1654708,981.8103523,638.5909043,658.112612,999.7369877,959.2898061,818.2592833,682.5607328
SRN19_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0B20944g,11.98753028,12.89323409,13.64976604,11.09536741,12.42731423,26.58872487,25.04714604,30.1246532,28.19597239,24.85662402,28.9045394,32.86873465,44.91137458,21.42254024,15.32489788,14.98485834,16.74555984,14.41831949,10.51137524,17.33723554,15.039628,11.21560161,11.94313471,72.84547583,83.42340582,17.69223117,22.43644831,27.52554164,52.12164692
YALI0B20966g,53.3687395,45.5988373,72.73260498,78.9772241,81.53526404,128.8145247,156.6308821,246.0457337,253.5179601,276.8834775,269.7078126,327.6462675,383.8628335,382.5872842,121.9063411,60.46124386,74.04965674,58.66666613,96.26983248,76.72803536,77.24816102,74.03274496,89.89103293,124.3501627,137.2054516,39.60374701,65.68947939,79.28732907,185.6050546
YALI0B20988g,20.9231658,22.09620065,26.46165143,14.94758281,15.19135929,20.23578091,21.79753985,67.32734336,87.02362543,79.35882008,39.92798359,64.37625182,54.19523764,59.86668531,90.71605047,55.98595478,59.01208697,58.47642771,36.97886324,31.56581064,29.17446384,30.03358341,33.72488622,49.48962935,47.07421764,30.08880876,37.27413222,37.4005067,41.90786676
YALI0B21010g,1.008409134,1.231568482,1.193530451,0.460075568,0.678538896,0.566934578,0.189914297,5.279395141,6.046671021,6.068907788,3.010758641,5.319803517,3.418201871,14.53063031,8.592884471,4.151072248,5.058029566,6.513392004,0.386620594,0.117307879,0.481889889,0.843259277,0.366755147,2.483629819,3.431768858,1.511602051,1.170516522,2.450448093,3.409454396
YALI0B21032g,42.81126288,40.71273766,43.60901045,30.73444,31.29858316,36.32620491,24.84283501,43.84559245,49.28863981,38.93519128,29.16301163,27.30649772,34.41002359,38.27755345,68.9419648,74.63460002,85.41684714,83.26810078,39.67373424,41.97365948,42.61406085,34.82462062,43.39136075,22.63344475,26.58706214,36.63405709,37.81814808,34.67534683,43.81917696
YALI0B21054g,12.90523594,13.86238994,13.34367044,11.70037895,14.08284861,18.10710844,10.51413029,16.2915923,14.10206665,15.70316697,16.19194478,19.60250519,19.70362419,17.34093844,11.32911454,15.70765739,17.32869934,15.55015757,8.359841864,16.42404149,15.25352493,8.114433322,10.82352347,17.26536662,13.7455053,9.079209777,11.34272314,15.28975336,20.55257708
YALI0B21076g,3956.373669,3372.98426,3613.757369,3120.477877,3102.447659,2888.019349,2732.612254,1469.804311,1595.7076,1549.152217,1839.305247,1775.868977,1664.267677,1739.104455,2847.251796,3693.967912,3565.236074,3456.921863,3252.654028,2690.415377,2910.7139,3077.062369,2986.689326,1139.603194,1008.322538,3687.71364,3598.597257,3026.579027,2349.153106
YALI0B21098g,44.7597639,45.87688838,51.44007554,74.92027756,78.62958262,84.06406696,68.25316476,61.65290802,63.97805048,64.6533498,131.118672,130.6925097,149.9796507,111.6057295,80.80177184,69.16168864,68.7410228,63.72444467,56.51194765,62.80848954,63.06579667,43.4515794,51.55376295,50.8148428,61.84009822,56.00407744,62.03384151,83.86725134,84.34118778
YALI0B21120g,110.0118474,101.308562,138.1134007,159.4489751,172.0337113,294.2002034,283.5049971,198.5392283,181.2606825,186.2379532,325.6443776,378.4733695,371.6571366,301.2452715,146.7513556,88.29926627,106.5579559,99.14249213,158.893579,135.1062148,153.9904497,154.7603077,180.0038058,137.3175855,169.7636878,192.5238991,332.0246185,265.7900276,268.5216891
YALI0B21142g,3.531959311,2.241659745,3.027148467,1.24468115,0.963746897,3.23282921,5.996905844,494.6466913,524.2886367,542.0053766,872.7616023,1050.926209,1068.185653,437.2807617,70.06537029,2.297095581,1.227090026,1.91350202,3.343327562,0.690264255,0.53619807,4.369999797,1.547069829,113.8584819,99.9669055,494.8495137,739.034945,763.5538822,970.726761
YALI0B21164g,38.08132996,42.2045688,42.75573672,38.80604119,44.02354908,50.75666116,58.11735018,139.1833734,143.9143511,140.9255069,266.0321764,204.3796838,217.303196,101.7632535,49.02427542,51.93265695,43.97044593,44.62947599,90.9493338,55.22529864,56.27277142,61.5513371,60.77681637,89.73390693,111.0696355,92.1905248,92.91100811,102.6209155,151.7472662
YALI0B21186g,63.09357561,66.10631838,73.05057021,222.1214797,262.1647684,257.7170646,288.6092307,119.7907798,143.0058682,113.2525542,331.2298133,381.4116063,342.906621,189.9763086,56.44635712,35.38601604,34.53806897,35.425811,123.184019,135.0472433,126.1227978,116.4319448,119.4334551,144.7849743,122.8493963,196.6906643,363.5029902,396.1457448,451.8642729
YALI0B21208g,66.62015832,73.23728212,74.21396242,59.90054921,57.96610044,44.81423921,41.84413111,55.99965624,63.41132164,60.18986127,65.85624155,66.51946451,66.73968375,87.93336774,74.19309156,74.68308509,71.07012603,75.05084127,78.38947819,82.07464661,76.66436895,64.77905634,79.36108145,20.17677998,23.27757644,67.54908777,65.34706845,61.16859574,44.87761791
YALI0B21230g,27.85583003,33.2804462,30.07221326,43.26166305,39.70623745,63.36953972,71.13639146,50.12433496,43.89804095,54.94947652,134.7723207,124.5498622,151.5714649,81.13244295,28.25444689,22.67232804,19.29673318,23.28241214,52.77346015,66.0975055,56.67343816,57.15662884,58.15915952,121.0924655,106.2031073,26.71246444,46.51659477,64.27718048,85.71620005
YALI0B21252g,2226.965752,2027.843242,2336.739989,1980.462022,1839.854866,1479.752829,1539.350337,1125.616659,1297.239155,1301.558389,1276.746597,1049.74328,1026.395948,1211.798898,1871.857107,2308.860161,2151.454206,2331.001702,1582.885567,1435.730477,1485.995705,1859.339858,1534.32391,600.4395471,532.7129738,2476.71175,1953.219322,2013.142555,1311.877521
YALI0B21274g,13.21389726,14.6122725,16.24673703,16.22381845,14.46826803,21.91263614,19.90539229,26.1944034,23.32928874,32.92158053,37.51163951,29.31476347,26.22057987,33.67738981,7.980466659,6.23425952,7.762465702,6.449225124,11.08720436,13.31783045,12.85517802,17.13996729,9.900398975,28.77484646,26.8269915,4.839550666,9.27513672,16.82580108,28.63832267
YALI0B21296g,19.85448299,22.55256697,19.00005393,31.08146643,27.11800197,31.88005934,23.88647075,26.77450649,28.54604764,24.71910726,57.78975011,41.69116492,44.96464572,60.88922295,30.59461131,21.53144258,23.7916023,24.91634764,44.5017444,44.59107089,40.39148521,34.66172855,40.66835334,43.18643296,45.20270716,49.57988536,70.22645053,91.40378138,91.82224125
YALI0B21318g,44.03833661,38.64924695,70.60415106,92.79724617,78.85081072,209.2018809,208.0243232,286.040025,333.1760964,210.2093059,164.2535576,210.75776,287.7846759,94.64664659,45.90740297,41.01149754,48.07400945,45.47207716,64.02943747,48.67455596,56.47406764,79.07373254,65.14380908,1744.969925,1496.919221,48.80440299,52.65533855,89.38790749,275.9619169
YALI0B21340g,53.75230665,57.08201864,59.42588779,80.7346156,94.14428694,92.27315079,81.00286033,37.44980954,42.73651395,47.21123726,82.45144638,106.2185655,97.42974322,79.82876419,44.39551377,40.65644113,38.44484663,42.6961816,79.89600003,84.63820147,87.13251862,70.63072375,82.69906385,52.50752235,55.26870124,87.48852138,130.2353742,133.0471403,108.7937679
YALI0B21362g,48.33534046,55.95682304,61.7906454,56.35170759,58.006059,51.53953111,69.04122551,37.64153798,45.28978754,31.29409837,53.0146232,36.95946349,54.95745767,44.14468664,36.21074529,28.79181671,34.6784837,40.93877236,54.44744979,57.59975373,56.1298789,53.97305948,52.93090621,21.30209016,20.40296513,38.42491116,64.73713362,54.94168129,56.97731186
YALI0B21384g,53.39519542,58.47112279,51.02486085,73.43092447,65.6124464,42.97322304,37.27884023,12.02315168,9.884208169,12.91380883,29.57439597,27.81585243,31.27205294,52.00988791,48.13145403,44.41652412,45.82922364,47.0624484,48.72782205,69.5149346,56.01769605,55.3563031,53.57197993,43.28806016,44.15407583,50.16517495,51.90722042,66.92630701,42.45626852
YALI0B21406g,3.211044728,3.4291704,2.813946075,20.04915332,22.77178968,36.30966874,44.44824157,0.933327604,0.462013272,1.784284425,34.47336882,24.2154191,22.28126727,17.80027687,3.948427742,3.704855651,4.006859764,4.043524681,16.07350867,19.21421065,16.32796889,14.52091985,16.06945874,12.82916646,14.89764892,11.39338764,13.91432412,20.76167515,30.11174578
YALI0B21428g,247.1670207,243.3308302,270.1836719,209.8163044,224.3801534,372.2018751,333.8377734,148.0075676,137.4539343,143.234994,284.5212981,267.5346872,272.2937749,204.2723917,165.4451874,203.0582916,202.4842198,202.2713886,217.3647732,230.3526036,247.483751,205.9855653,232.1083756,560.7914779,494.1064551,217.0118184,306.5648034,309.6675853,275.1335286
YALI0B21450g,178.1968931,122.4483047,222.5240475,75.13561013,72.95607421,81.81346772,82.13215918,358.8208932,328.4477327,310.947729,60.86270941,68.19901002,79.90639877,56.67223285,75.23788188,81.62432526,78.28615782,75.79846947,33.65589489,19.93837629,29.12177818,50.5298021,37.6203135,57.06614979,76.57112794,6.253110542,4.105281644,9.550794059,23.68992711
YALI0B21472g,1.008547919,0.819300828,0.332461392,892.1031162,929.0736948,234.386767,211.9790042,6.978622426,4.884521822,3.282533274,16.57939459,10.72770555,18.35848352,9.696520765,76.06814752,69.91019346,64.04194453,73.17401322,267.0726214,305.8528995,310.6644288,179.8335709,188.8930152,147.4619314,155.8076143,63.34096626,100.8358663,78.37900322,105.4379071
YALI0B21494g,13.44917564,11.71397051,10.98029308,31.02178566,37.04214866,73.60697912,66.13196447,17.47727814,11.36323553,11.24541572,9.354431653,10.67378445,14.83123205,4.073958685,7.9559452,18.74142066,19.08114619,19.66357901,23.15581198,25.30873858,22.20865545,38.0359,25.03622344,36.93180632,47.92961015,2.133801885,5.238605582,4.275357586,14.63665003
YALI0B21516g,45.04414334,47.75574232,48.23732524,48.69825483,50.3948491,39.79497125,30.98480875,31.56344261,33.30636246,38.92769964,22.47447715,23.13978989,22.77631924,27.1392649,52.89906571,60.00132847,62.58955005,54.97154334,39.85518163,52.73846827,54.51471029,32.18065102,43.13584104,13.84801793,10.85025609,38.84554698,30.58851907,25.43286728,15.81735288
