Gene,Class,Feature
YALI0A21461g,changed_regulation,
YALI0B00198g,control_overexpressed,
YALI0B00264g,control_overexpressed,
YALI0B00308g,changed_regulation,
YALI0B00660g,case_overexpressed,Transcription_Factor
YALI0B00704g,case_overexpressed,
YALI0B00770g,changed_regulation,
YALI0B00792g,control_upregulated,
YALI0B00814g,case_overexpressed,
YALI0B00924g,case_upregulated,
YALI0B01012g,changed_regulation,
YALI0B01034g,changed_regulation,
YALI0B01166g,case_upregulated,
YALI0B01254g,changed_regulation,
YALI0B01276g,changed_regulation,
YALI0B01298g,changed_regulation,
YALI0B01320g,control_overexpressed,
YALI0B01342g,changed_regulation,
YALI0B01364g,changed_regulation,
YALI0B01408g,changed_regulation,
YALI0B01430g,changed_regulation,
YALI0B01540g,control_upregulated,
YALI0B01562g,changed_regulation,
YALI0B01738g,changed_regulation,
YALI0B01782g,changed_regulation,
YALI0B01804g,changed_regulation,
YALI0B01826g,changed_regulation,
YALI0B01848g,control_overexpressed,
YALI0B01980g,control_overexpressed,
YALI0B02178g,case_upregulated,
YALI0B02222g,control_overexpressed,
YALI0B02332g,case_upregulated,
YALI0B02409g,case_upregulated,
YALI0B02420g,changed_regulation,
YALI0B02544g,case_upregulated,
YALI0B02574g,control_overexpressed,
YALI0B02662g,changed_regulation,
YALI0B02684g,changed_regulation,
YALI0B02728g,case_upregulated,
YALI0B02838g,case_upregulated,
YALI0B02948g,case_overexpressed,
YALI0B03080g,changed_regulation,
YALI0B03102g,control_overexpressed,
YALI0B03124g,changed_regulation,
YALI0B03190g,control_overexpressed,
YALI0B03234g,control_upregulated,
YALI0B03278g,changed_regulation,
YALI0B03300g,control_overexpressed,
YALI0B03322g,changed_regulation,
YALI0B03366g,changed_regulation,
YALI0B03476g,changed_regulation,
YALI0B03542g,changed_regulation,
YALI0B03564g,case_overexpressed,
YALI0B03575g,changed_regulation,
YALI0B03630g,changed_regulation,
YALI0B03718g,control_overexpressed,
YALI0B03762g,case_upregulated,
YALI0B03784g,changed_regulation,
YALI0B03916g,case_overexpressed,
YALI0B03960g,case_upregulated,
YALI0B03982g,changed_regulation,
YALI0B04004g,changed_regulation,
YALI0B04048g,changed_regulation,
YALI0B04136g,changed_regulation,
YALI0B04180g,changed_regulation,
YALI0B04202g,case_overexpressed,
YALI0B04224g,changed_regulation,
YALI0B04290g,changed_regulation,
YALI0B04312g,case_upregulated,
YALI0B04356g,control_overexpressed,
YALI0B04400g,changed_regulation,
YALI0B04422g,changed_regulation,
YALI0B04488g,changed_regulation,
YALI0B04510g,changed_regulation,Transcription_Factor
YALI0B04532g,control_overexpressed,
YALI0B04598g,control_overexpressed,
YALI0B04620g,changed_regulation,
YALI0B04642g,control_overexpressed,
YALI0B04708g,changed_regulation,
YALI0B04752g,control_upregulated,
YALI0B04796g,changed_regulation,
YALI0B04851g,changed_regulation,
YALI0B04906g,control_overexpressed,
YALI0B04928g,changed_regulation,
YALI0B04972g,changed_regulation,
YALI0B05038g,case_overexpressed,Transcription_Factor
YALI0B05236g,control_overexpressed,
YALI0B05302g,changed_regulation,
YALI0B05346g,case_overexpressed,
YALI0B05434g,case_overexpressed,
YALI0B05456g,control_overexpressed,
YALI0B05478g,changed_regulation,Transcription_Factor
YALI0B05566g,case_upregulated,
YALI0B05610g,control_upregulated,
YALI0B05632g,control_upregulated,
YALI0B05676g,control_overexpressed,
YALI0B05698g,control_upregulated,
YALI0B05808g,case_upregulated,
YALI0B05852g,changed_regulation,
YALI0B05874g,changed_regulation,
YALI0B05918g,control_overexpressed,
YALI0B05940g,control_overexpressed,
YALI0B05962g,case_overexpressed,
YALI0B06006g,control_overexpressed,
YALI0B06116g,control_overexpressed,
YALI0B06138g,control_overexpressed,
YALI0B06160g,control_overexpressed,
YALI0B06413g,changed_regulation,
YALI0B06534g,control_upregulated,
YALI0B06578g,control_upregulated,
YALI0B06600g,changed_regulation,
YALI0B06688g,case_overexpressed,
YALI0B06754g,control_overexpressed,
YALI0B06897g,control_upregulated,
YALI0B06963g,changed_regulation,
YALI0B06985g,changed_regulation,
YALI0B07073g,control_overexpressed,
YALI0B07117g,control_overexpressed,
YALI0B07161g,changed_regulation,
YALI0B07271g,control_overexpressed,
YALI0B07293g,control_overexpressed,
YALI0B07403g,case_overexpressed,
YALI0B07513g,changed_regulation,
YALI0B07601g,case_overexpressed,
YALI0B07623g,changed_regulation,
YALI0B07645g,control_overexpressed,
YALI0B07667g,control_overexpressed,
YALI0B07689g,control_overexpressed,
YALI0B07755g,changed_regulation,
YALI0B08030g,control_overexpressed,
YALI0B08118g,case_upregulated,
YALI0B08140g,changed_regulation,
YALI0B08206g,changed_regulation,Transcription_Factor
YALI0B08272g,case_upregulated,
YALI0B08338g,control_overexpressed,
YALI0B08360g,control_upregulated,
YALI0B08448g,changed_regulation,
YALI0B08492g,control_overexpressed,
YALI0B08514g,changed_regulation,
YALI0B08558g,changed_regulation,
YALI0B08690g,changed_regulation,
YALI0B08748g,control_upregulated,
YALI0B08778g,changed_regulation,
YALI0B08800g,changed_regulation,
YALI0B09031g,changed_regulation,
YALI0B09075g,control_upregulated,
YALI0B09119g,changed_regulation,
YALI0B09229g,case_overexpressed,
YALI0B09251g,control_overexpressed,
YALI0B09273g,case_upregulated,
YALI0B09295g,control_upregulated,
YALI0B09383g,control_overexpressed,
YALI0B09427g,control_overexpressed,
YALI0B09471g,control_overexpressed,
YALI0B09537g,control_overexpressed,
YALI0B09559g,control_overexpressed,
YALI0B09603g,changed_regulation,
YALI0B09647g,changed_regulation,
YALI0B09812g,control_overexpressed,
YALI0B09889g,control_upregulated,
YALI0B09991g,changed_regulation,
YALI0B09999g,changed_regulation,
YALI0B10021g,control_overexpressed,
YALI0B10109g,control_overexpressed,
YALI0B10274g,control_overexpressed,
YALI0B10340g,changed_regulation,
YALI0B10406g,changed_regulation,
YALI0B10450g,changed_regulation,
YALI0B10516g,case_upregulated,
YALI0B10604g,case_overexpressed,
YALI0B10736g,case_overexpressed,
YALI0B10780g,changed_regulation,
YALI0B10802g,control_overexpressed,
YALI0B10824g,control_overexpressed,
YALI0B10846g,control_overexpressed,
YALI0B10890g,control_overexpressed,
YALI0B10978g,control_overexpressed,
YALI0B11022g,changed_regulation,
YALI0B11066g,control_overexpressed,
YALI0B11198g,control_upregulated,
YALI0B11330g,case_overexpressed,
YALI0B11352g,control_upregulated,
YALI0B11418g,changed_regulation,
YALI0B11440g,case_overexpressed,
YALI0B11462g,control_overexpressed,
YALI0B11726g,control_overexpressed,
YALI0B11770g,changed_regulation,
YALI0B11814g,changed_regulation,
YALI0B11836g,control_upregulated,
YALI0B11968g,control_upregulated,
YALI0B12034g,control_upregulated,
YALI0B12188g,control_overexpressed,
YALI0B12298g,changed_regulation,
YALI0B12320g,changed_regulation,
YALI0B12364g,control_upregulated,
YALI0B12386g,case_overexpressed,
YALI0B12430g,control_overexpressed,
YALI0B12452g,control_upregulated,
YALI0B12540g,changed_regulation,
YALI0B12584g,control_overexpressed,
YALI0B12628g,changed_regulation,
YALI0B12694g,changed_regulation,
YALI0B12716g,changed_regulation,Transcription_Factor
YALI0B12738g,changed_regulation,
YALI0B12760g,changed_regulation,
YALI0B12804g,changed_regulation,
YALI0B12892g,control_overexpressed,
YALI0B13090g,case_overexpressed,
YALI0B13178g,control_overexpressed,
YALI0B13200g,changed_regulation,Transcription_Factor
YALI0B13222g,control_overexpressed,
YALI0B13310g,case_upregulated,
YALI0B13376g,control_overexpressed,
YALI0B13420g,case_overexpressed,
YALI0B13486g,changed_regulation,
YALI0B13530g,case_upregulated,
YALI0B13618g,changed_regulation,
YALI0B13640g,changed_regulation,Transcription_Factor
YALI0B13662g,control_upregulated,
YALI0B13816g,changed_regulation,
YALI0B13860g,control_upregulated,
YALI0B13904g,control_overexpressed,
YALI0B13948g,case_upregulated,
YALI0B13970g,case_overexpressed,
YALI0B14014g,case_overexpressed,
YALI0B14058g,control_upregulated,
YALI0B14102g,case_upregulated,
YALI0B14201g,case_overexpressed,
YALI0B14289g,case_upregulated,
YALI0B14377g,case_upregulated,
YALI0B14399g,case_upregulated,
YALI0B14443g,case_upregulated,
YALI0B14531g,case_upregulated,
YALI0B14597g,control_overexpressed,
YALI0B14619g,control_overexpressed,
YALI0B14641g,changed_regulation,
YALI0B14685g,case_overexpressed,
YALI0B14773g,control_upregulated,Transcription_Factor
YALI0B14795g,case_overexpressed,
YALI0B14839g,control_overexpressed,
YALI0B14861g,control_upregulated,
YALI0B14905g,changed_regulation,
YALI0B14927g,control_overexpressed,
YALI0B15037g,control_upregulated,
YALI0B15125g,case_upregulated,
YALI0B15202g,changed_regulation,
YALI0B15312g,changed_regulation,Transcription_Factor
YALI0B15356g,changed_regulation,
YALI0B15378g,changed_regulation,
YALI0B15400g,changed_regulation,
YALI0B15422g,case_upregulated,
YALI0B15444g,case_overexpressed,
YALI0B15510g,case_upregulated,
YALI0B15598g,case_upregulated,
YALI0B15708g,control_upregulated,
YALI0B15722g,control_overexpressed,
YALI0B16060g,changed_regulation,
YALI0B16082g,changed_regulation,
YALI0B16126g,case_overexpressed,
YALI0B16148g,case_overexpressed,
YALI0B16192g,changed_regulation,
YALI0B16214g,case_overexpressed,
YALI0B16280g,changed_regulation,
YALI0B16324g,changed_regulation,
YALI0B16412g,changed_regulation,
YALI0B16500g,changed_regulation,
YALI0B16566g,changed_regulation,
YALI0B16610g,control_upregulated,
YALI0B16632g,case_overexpressed,
YALI0B16654g,changed_regulation,
YALI0B16676g,changed_regulation,
YALI0B16742g,control_upregulated,
YALI0B16786g,changed_regulation,
YALI0B16896g,changed_regulation,
YALI0B17050g,case_overexpressed,
YALI0B17072g,control_overexpressed,
YALI0B17182g,control_overexpressed,
YALI0B17204g,control_overexpressed,
YALI0B17226g,changed_regulation,
YALI0B17303g,control_overexpressed,
YALI0B17336g,changed_regulation,
YALI0B17402g,case_upregulated,
YALI0B17424g,control_upregulated,
YALI0B17446g,changed_regulation,
YALI0B17468g,changed_regulation,
YALI0B17622g,changed_regulation,
YALI0B17688g,case_overexpressed,
YALI0B17710g,changed_regulation,
YALI0B17732g,control_upregulated,
YALI0B17754g,control_upregulated,
YALI0B17798g,control_overexpressed,
YALI0B17842g,control_overexpressed,
YALI0B17886g,control_upregulated,
YALI0B17996g,case_overexpressed,
YALI0B18150g,changed_regulation,
YALI0B18172g,control_overexpressed,
YALI0B18194g,control_overexpressed,Mutated_Gene
YALI0B18216g,changed_regulation,
YALI0B18260g,control_overexpressed,
YALI0B18282g,changed_regulation,
YALI0B18298g,case_overexpressed,
YALI0B18326g,changed_regulation,
YALI0B18480g,changed_regulation,
YALI0B18502g,changed_regulation,
YALI0B18546g,changed_regulation,
YALI0B18568g,case_overexpressed,
YALI0B18612g,control_overexpressed,
YALI0B18634g,changed_regulation,
YALI0B18744g,case_overexpressed,
YALI0B18788g,control_upregulated,
YALI0B18810g,control_overexpressed,
YALI0B18854g,changed_regulation,
YALI0B18920g,case_overexpressed,
YALI0B18986g,control_overexpressed,
YALI0B19162g,changed_regulation,
YALI0B19184g,changed_regulation,
YALI0B19206g,changed_regulation,
YALI0B19250g,changed_regulation,
YALI0B19624g,case_upregulated,
YALI0B19668g,case_upregulated,
YALI0B19712g,changed_regulation,
YALI0B19756g,case_overexpressed,
YALI0B19778g,case_overexpressed,
YALI0B19800g,changed_regulation,
YALI0B19866g,case_overexpressed,
YALI0B19998g,changed_regulation,
YALI0B20064g,case_overexpressed,
YALI0B20086g,control_upregulated,
YALI0B20108g,changed_regulation,
YALI0B20240g,case_overexpressed,
YALI0B20262g,control_overexpressed,
YALI0B20306g,case_overexpressed,
YALI0B20328g,case_overexpressed,
YALI0B20372g,control_upregulated,
YALI0B20394g,changed_regulation,
YALI0B20416g,case_upregulated,
YALI0B20460g,changed_regulation,
YALI0B20504g,changed_regulation,
YALI0B20526g,case_overexpressed,
YALI0B20658g,control_upregulated,
YALI0B20746g,case_upregulated,
YALI0B20790g,case_overexpressed,
YALI0B20878g,changed_regulation,
YALI0B20944g,changed_regulation,Transcription_Factor
YALI0B20988g,control_overexpressed,
YALI0B21010g,control_upregulated,
YALI0B21120g,changed_regulation,
YALI0B21142g,control_overexpressed,
YALI0B21164g,changed_regulation,
YALI0B21186g,changed_regulation,
YALI0B21230g,changed_regulation,
YALI0B21318g,changed_regulation,
YALI0B21384g,changed_regulation,
YALI0B21406g,case_upregulated,
YALI0B21428g,case_upregulated,
YALI0B21472g,case_overexpressed,
YALI0B21494g,case_overexpressed,
YALI0B21516g,changed_regulation,
YALI0B21538g,changed_regulation,
YALI0B21560g,changed_regulation,
YALI0B21582g,case_overexpressed,Transcription_Factor
YALI0B21662g,case_upregulated,
YALI0B21692g,control_overexpressed,
YALI0B21780g,changed_regulation,
YALI0B21824g,control_overexpressed,
YALI0B21846g,control_overexpressed,
YALI0B21868g,control_overexpressed,
YALI0B21890g,changed_regulation,
YALI0B21978g,control_overexpressed,
YALI0B22066g,case_overexpressed,
YALI0B22088g,control_overexpressed,
YALI0B22110g,case_upregulated,
YALI0B22125g,changed_regulation,
YALI0B22132g,control_overexpressed,
YALI0B22198g,case_upregulated,
YALI0B22220g,changed_regulation,
YALI0B22242g,control_overexpressed,
YALI0B22308g,changed_regulation,
YALI0B22374g,control_overexpressed,
YALI0B22396g,changed_regulation,
YALI0B22418g,control_overexpressed,
YALI0B22484g,control_overexpressed,
YALI0B22528g,control_overexpressed,
YALI0B22550g,control_overexpressed,
YALI0B22572g,control_upregulated,
YALI0B22594g,control_overexpressed,
YALI0B22638g,changed_regulation,
YALI0B22660g,control_upregulated,
YALI0B22704g,changed_regulation,
YALI0B22770g,control_overexpressed,
YALI0B22814g,control_overexpressed,
YALI0B22836g,control_upregulated,
YALI0B22946g,control_upregulated,
YALI0B23056g,changed_regulation,
YALI0B23100g,case_overexpressed,
YALI0B23111g,case_overexpressed,
YALI0B23144g,control_upregulated,
YALI0B23276g,changed_regulation,
YALI0B23320g,changed_regulation,
YALI0B23386g,changed_regulation,
YALI0B23408g,case_overexpressed,
YALI0B23474g,control_overexpressed,
YALI0B23496g,control_overexpressed,
YALI0C00165g,control_overexpressed,
YALI0C00209g,case_upregulated,
YALI0C00253g,case_overexpressed,
YALI0C00275g,control_overexpressed,
YALI0C00297g,control_overexpressed,
YALI0C00319g,case_overexpressed,
YALI0C00363g,control_overexpressed,
YALI0C00407g,case_overexpressed,
YALI0C00429g,changed_regulation,
YALI0C00451g,control_overexpressed,
YALI0C00495g,changed_regulation,
YALI0C00550g,control_upregulated,
YALI0C00605g,changed_regulation,
YALI0C00649g,case_overexpressed,
YALI0C00693g,changed_regulation,
YALI0C01045g,control_overexpressed,
YALI0C01133g,changed_regulation,
YALI0C01177g,control_overexpressed,
YALI0C01309g,changed_regulation,
YALI0C01331g,changed_regulation,
YALI0C01375g,changed_regulation,Transcription_Factor
YALI0C01419g,case_overexpressed,
YALI0C01617g,changed_regulation,
YALI0C01760g,changed_regulation,
YALI0C02233g,case_overexpressed,
YALI0C02321g,control_overexpressed,
YALI0C02343g,changed_regulation,
YALI0C02365g,control_upregulated,
YALI0C02409g,case_upregulated,
YALI0C02519g,control_overexpressed,
YALI0C02585g,changed_regulation,
YALI0C02607g,case_overexpressed,
YALI0C02629g,changed_regulation,
YALI0C02717g,control_upregulated,
YALI0C02761g,control_overexpressed,
YALI0C02805g,changed_regulation,
YALI0C02849g,case_overexpressed,
YALI0C02871g,control_overexpressed,
YALI0C02893g,control_overexpressed,
YALI0C02959g,changed_regulation,
YALI0C02981g,case_overexpressed,
YALI0C03003g,changed_regulation,
YALI0C03201g,control_upregulated,
YALI0C03223g,case_overexpressed,
YALI0C03267g,case_overexpressed,
YALI0C03377g,changed_regulation,
YALI0C03443g,changed_regulation,
YALI0C03465g,changed_regulation,
YALI0C03520g,changed_regulation,
YALI0C03564g,changed_regulation,Transcription_Factor
YALI0C03630g,control_upregulated,
YALI0C03696g,changed_regulation,
YALI0C03718g,control_upregulated,
YALI0C03762g,changed_regulation,
YALI0C03784g,changed_regulation,
YALI0C03806g,changed_regulation,
YALI0C03828g,control_overexpressed,
YALI0C03982g,changed_regulation,
YALI0C04004g,changed_regulation,
YALI0C04114g,changed_regulation,
YALI0C04136g,control_overexpressed,
YALI0C04180g,control_overexpressed,
YALI0C04257g,control_upregulated,
YALI0C04345g,changed_regulation,
YALI0C04367g,changed_regulation,
YALI0C04389g,control_overexpressed,
YALI0C04411g,case_overexpressed,
YALI0C04433g,changed_regulation,
YALI0C04477g,case_upregulated,
YALI0C04565g,control_upregulated,
YALI0C04587g,changed_regulation,
YALI0C04774g,case_upregulated,
YALI0C04796g,case_upregulated,
YALI0C04884g,control_overexpressed,
YALI0C05038g,control_overexpressed,
YALI0C05104g,control_overexpressed,
YALI0C05148g,changed_regulation,
YALI0C05170g,case_overexpressed,
YALI0C05280g,control_upregulated,
YALI0C05324g,changed_regulation,
YALI0C05368g,control_overexpressed,
YALI0C05500g,control_overexpressed,
YALI0C05511g,case_overexpressed,
YALI0C05533g,control_overexpressed,
YALI0C05555g,control_upregulated,
YALI0C05577g,control_overexpressed,
YALI0C05665g,changed_regulation,
YALI0C05687g,case_overexpressed,
YALI0C05709g,changed_regulation,
YALI0C05753g,case_overexpressed,
YALI0C05775g,control_overexpressed,
YALI0C05841g,control_overexpressed,
YALI0C05929g,changed_regulation,
YALI0C05951g,case_overexpressed,
YALI0C06061g,control_overexpressed,
YALI0C06193g,case_overexpressed,
YALI0C06237g,changed_regulation,
YALI0C06347g,changed_regulation,
YALI0C06369g,case_overexpressed,
YALI0C06391g,changed_regulation,
YALI0C06460g,case_overexpressed,
YALI0C06490g,case_upregulated,
YALI0C06534g,control_overexpressed,
YALI0C06556g,control_overexpressed,
YALI0C06600g,control_overexpressed,
YALI0C06732g,control_overexpressed,
YALI0C06754g,control_overexpressed,
YALI0C06776g,changed_regulation,
YALI0C06798g,case_upregulated,
YALI0C06842g,changed_regulation,Transcription_Factor
YALI0C06864g,case_overexpressed,
YALI0C06930g,changed_regulation,
YALI0C07018g,control_overexpressed,
YALI0C07150g,control_overexpressed,
YALI0C07172g,changed_regulation,
YALI0C07260g,control_overexpressed,
YALI0C07414g,case_overexpressed,
YALI0C07436g,control_overexpressed,Transcription_Factor
YALI0C07502g,case_upregulated,
YALI0C07568g,changed_regulation,
YALI0C07590g,case_upregulated,
YALI0C07612g,control_overexpressed,
YALI0C07634g,control_overexpressed,
YALI0C07656g,changed_regulation,
YALI0C07678g,changed_regulation,
YALI0C07700g,control_overexpressed,
YALI0C07821g,control_overexpressed,Transcription_Factor
YALI0C07865g,control_upregulated,
YALI0C07887g,control_upregulated,
YALI0C08030g,control_upregulated,
YALI0C08052g,changed_regulation,
YALI0C08096g,changed_regulation,
YALI0C08140g,changed_regulation,
YALI0C08184g,changed_regulation,
YALI0C08206g,changed_regulation,
YALI0C08220g,control_overexpressed,
YALI0C08327g,control_overexpressed,
YALI0C08393g,case_upregulated,
YALI0C08459g,control_upregulated,
YALI0C08635g,changed_regulation,
