Gene,border,class,color,feature,shape,size
YALI0C06369g,2,lowly_expressed,lightblue,,circle,30
YALI0F11759g,2,lowly_expressed,lightblue,,circle,30
YALI0B03982g,2,lowly_expressed,lightblue,,circle,30
YALI0F07711g,2,downregulated,darkblue,,circle,30
YALI0C00605g,2,downregulated,darkblue,,circle,30
YALI0B04312g,2,downregulated,darkblue,,circle,30
YALI0D12400g,2,downregulated,darkblue,,circle,30
YALI0A15972g,2,lowly_expressed,lightblue,,circle,30
YALI0A09812g,2,downregulated,darkblue,,circle,30
Q12724,2,lowly_expressed,lightblue,,circle,30
YALI0F02629g,2,downregulated,darkblue,,circle,30
YALI0D06039g,2,downregulated,darkblue,,circle,30
YALI0D13794g,2,lowly_expressed,lightblue,,circle,30
YALI0E03388g,2,lowly_expressed,lightblue,,circle,30
YALI0D17160g,2,lowly_expressed,lightblue,,circle,30
YALI0E30635g,2,lowly_expressed,lightblue,,circle,30
YALI0C09262g,2,downregulated,darkblue,,circle,30
YALI0E17787g,2,downregulated,darkblue,,circle,30
YALI0C05148g,2,lowly_expressed,lightblue,,circle,30
YALI0A09856g,2,lowly_expressed,lightblue,,circle,30
YALI0C09933g,2,lowly_expressed,lightblue,,circle,30
YALI0E15994g,2,downregulated,darkblue,,circle,30
YALI0D07436g,2,lowly_expressed,lightblue,,circle,30
YALI0C15004g,2,lowly_expressed,lightblue,,circle,30
YALI0C11693g,2,downregulated,darkblue,,circle,30
YALI0F23551g,2,downregulated,darkblue,,circle,30
YALI0F24497g,2,downregulated,darkblue,,circle,30
YALI0C11671g,2,downregulated,darkblue,,circle,30
YALI0D19382g,2,lowly_expressed,lightblue,,circle,30
YALI0B03080g,2,downregulated,darkblue,,circle,30
YALI0E20361g,2,downregulated,darkblue,,circle,30
YALI0D17094g,2,lowly_expressed,lightblue,,circle,30
YALI0D05797g,2,downregulated,darkblue,,circle,30
YALI0E13233g,2,lowly_expressed,lightblue,,circle,30
YALI0B14289g,2,downregulated,darkblue,,circle,30
YALI0E12067g,2,lowly_expressed,lightblue,,circle,30
YALI0E10747g,2,lowly_expressed,lightblue,,circle,30
YALI0F05698g,2,lowly_expressed,lightblue,,circle,30
YALI0E28875g,2,downregulated,darkblue,,circle,30
YALI0A15708g,2,lowly_expressed,lightblue,,circle,30
YALI0D16313g,2,changed_regulation,green,,circle,30
YALI0D03641g,2,lowly_expressed,lightblue,,circle,30
YALI0E29403g,2,changed_regulation,green,,circle,30
YALI0E29491g,2,changed_regulation,green,,circle,30
YALI0E21824g,2,downregulated,darkblue,,circle,30
YALI0B04840g,2,changed_regulation,green,,circle,30
Q9H552,2,changed_regulation,green,,circle,30
YALI0C14586g,2,changed_regulation,green,,circle,30
YALI0B10912g,2,changed_regulation,green,,circle,30
YALI0F21329g,2,changed_regulation,green,,circle,30
YALI0F24937g,2,changed_regulation,green,,circle,30
YALI0B08470g,2,changed_regulation,green,,circle,30
YALI0E04422g,2,changed_regulation,green,,circle,30
YALI0C05797g,2,changed_regulation,green,,circle,30
YALI0E34815g,2,changed_regulation,green,,circle,30
YALI0B18942g,2,lowly_expressed,lightblue,,circle,30
YALI0C22385g,2,changed_regulation,green,,circle,30
YALI0F16159g,2,changed_regulation,green,,circle,30
YALI0D11198g,2,changed_regulation,green,,circle,30
YALI0E04169g,2,changed_regulation,green,,circle,30
YALI0A02783g,2,changed_regulation,green,,circle,30
YALI0A20592g,2,changed_regulation,green,,circle,30
YALI0A08426g,2,changed_regulation,green,,circle,30
YALI0E24541g,15,changed_regulation,green,Transcription_Factor,roundrectangle,80
YALI0D12166g,2,changed_regulation,green,,circle,30
YALI0E14102g,2,changed_regulation,green,,circle,30
YALI0F01672g,2,changed_regulation,green,,circle,30
YALI0F05148g,2,changed_regulation,green,,circle,30
YALI0B08514g,2,changed_regulation,green,,circle,30
YALI0F16896g,2,changed_regulation,green,,circle,30
YALI0F14817g,2,changed_regulation,green,,circle,30
YALI0E34265g,2,changed_regulation,green,,circle,30
YALI0E32659g,2,changed_regulation,green,,circle,30
YALI0C24189g,2,changed_regulation,green,,circle,30
YALI0D24651g,2,lowly_expressed,lightblue,,circle,30
Q32PI4,2,changed_regulation,green,,circle,30
YALI0B13134g,2,changed_regulation,green,,circle,30
YALI0C09031g,2,changed_regulation,green,,circle,30
YALI0E22506g,2,changed_regulation,green,,circle,30
YALI0D01221g,2,changed_regulation,green,,circle,30
P09870,2,changed_regulation,green,,circle,30
YALI0F23353g,2,changed_regulation,green,,circle,30
YALI0B14685g,2,changed_regulation,green,,circle,30
YALI0E33583g,2,changed_regulation,green,,circle,30
YALI0E23826g,2,changed_regulation,green,,circle,30
YALI0B13112g,2,changed_regulation,green,,circle,30
YALI0A12221g,2,changed_regulation,green,,circle,30
YALI0B06512g,2,changed_regulation,green,,circle,30
YALI0D22682g,2,changed_regulation,green,,circle,30
YALI0E28556g,2,changed_regulation,green,,circle,30
YALI0B17556g,2,changed_regulation,green,,circle,30
YALI0E14509g,2,changed_regulation,green,,circle,30
YALI0A02002g,2,changed_regulation,green,,circle,30
P02672,2,changed_regulation,green,,circle,30
Q6IFU5,2,changed_regulation,green,,circle,30
YALI0C23639g,2,changed_regulation,green,,circle,30
YALI0E32087g,2,changed_regulation,green,,circle,30
YALI0A03927g,2,changed_regulation,green,,circle,30
YALI0F06622g,2,changed_regulation,green,,circle,30
YALI0F25575g,2,changed_regulation,green,,circle,30
YALI0A12507g,2,changed_regulation,green,,circle,30
YALI0D24079g,2,changed_regulation,green,,circle,30
Q3SX14,2,changed_regulation,green,,circle,30
YALI0C07865g,2,changed_regulation,green,,circle,30
YALI0E26004g,2,downregulated,darkblue,,circle,30
YALI0F15587g,2,changed_regulation,green,,circle,30
YALI0F09669g,2,downregulated,darkblue,,circle,30
YALI0A09768g,2,lowly_expressed,lightblue,,circle,30
YALI0F13541g,2,changed_regulation,green,,circle,30
YALI0D07634g,2,changed_regulation,green,,circle,30
YALI0B02728g,2,changed_regulation,green,,circle,30
YALI0A21439g,2,lowly_expressed,lightblue,,circle,30
YALI0E07051g,2,changed_regulation,green,,circle,30
YALI0F02343g,2,downregulated,darkblue,,circle,30
YALI0F08195g,2,changed_regulation,green,,circle,30
YALI0F01100g,2,lowly_expressed,lightblue,,circle,30
YALI0F27071g,2,changed_regulation,green,,circle,30
YALI0B07007g,2,downregulated,darkblue,,circle,30
YALI0F26587g,2,changed_regulation,green,,circle,30
YALI0E28963g,2,downregulated,darkblue,,circle,30
YALI0B10604g,2,lowly_expressed,lightblue,,circle,30
YALI0E02310g,2,downregulated,darkblue,,circle,30
YALI0A12045g,2,downregulated,darkblue,,circle,30
YALI0C15554g,2,downregulated,darkblue,,circle,30
YALI0D11572g,2,downregulated,darkblue,,circle,30
YALI0C21043g,2,downregulated,darkblue,,circle,30
YALI0E28721g,2,changed_regulation,green,,circle,30
YALI0E02266g,2,downregulated,darkblue,,circle,30
YALI0A00891g,2,downregulated,darkblue,,circle,30
YALI0F15697g,2,downregulated,darkblue,,circle,30
YALI0F08459g,2,downregulated,darkblue,,circle,30
YALI0F31548g,2,downregulated,darkblue,,circle,30
YALI0E27984g,2,lowly_expressed,lightblue,,circle,30
YALI0F21153g,2,downregulated,darkblue,,circle,30
YALI0E07810g,2,downregulated,darkblue,,circle,30
YALI0F14289g,2,downregulated,darkblue,,circle,30
YALI0D03531g,2,changed_regulation,green,,circle,30
YALI0B05412g,2,changed_regulation,green,,circle,30
YALI0C16005g,2,downregulated,darkblue,,circle,30
YALI0C22484g,2,changed_regulation,green,,circle,30
YALI0A09537g,2,downregulated,darkblue,,circle,30
YALI0F09493g,2,changed_regulation,green,,circle,30
YALI0B19338g,2,changed_regulation,green,,circle,30
YALI0A02090g,2,changed_regulation,green,,circle,30
YALI0B16918g,2,changed_regulation,green,,circle,30
YALI0F28215g,2,changed_regulation,green,,circle,30
YALI0F16511g,15,changed_regulation,green,Transcription_Factor,roundrectangle,80
YALI0E04741g,2,changed_regulation,green,,circle,30
YALI0E01958g,2,changed_regulation,green,,circle,30
YALI0B22242g,2,changed_regulation,green,,circle,30
YALI0B01276g,2,changed_regulation,green,,circle,30
YALI0F19052g,2,changed_regulation,green,,circle,30
YALI0F19646g,2,changed_regulation,green,,circle,30
YALI0B06369g,2,changed_regulation,green,,circle,30
YALI0A05533g,2,changed_regulation,green,,circle,30
YALI0E34507g,2,changed_regulation,green,,circle,30
YALI0C04070g,2,changed_regulation,green,,circle,30
YALI0F01837g,2,changed_regulation,green,,circle,30
YALI0C15202g,15,changed_regulation,green,Transcription_Factor,roundrectangle,80
YALI0C03399g,2,changed_regulation,green,,circle,30
YALI0F09185g,2,downregulated,darkblue,,circle,30
YALI0B14641g,2,downregulated,darkblue,,circle,30
YALI0B15125g,2,downregulated,darkblue,,circle,30
YALI0D27126g,2,changed_regulation,green,,circle,30
YALI0D21530g,2,changed_regulation,green,,circle,30
YALI0F31185g,2,changed_regulation,green,,circle,30
YALI0F12749g,2,changed_regulation,green,,circle,30
YALI0F25729g,2,changed_regulation,green,,circle,30
YALI0C12859g,2,changed_regulation,green,,circle,30
YALI0B00594g,2,changed_regulation,green,,circle,30
YALI0F23903g,2,changed_regulation,green,,circle,30
YALI0A14762g,2,changed_regulation,green,,circle,30
YALI0C01969g,2,changed_regulation,green,,circle,30
YALI0D15334g,15,changed_regulation,green,Transcription_Factor,roundrectangle,80
YALI0D02717g,2,changed_regulation,green,,circle,30
YALI0D14740g,2,changed_regulation,green,,circle,30
YALI0D08184g,2,changed_regulation,green,,circle,30
YALI0E29579g,2,lowly_expressed,lightblue,,circle,30
YALI0D14630g,2,lowly_expressed,lightblue,,circle,30
YALI0B14971g,2,lowly_expressed,lightblue,,circle,30
YALI0D17086g,2,lowly_expressed,lightblue,,circle,30
YALI0F27181g,2,lowly_expressed,lightblue,,circle,30
YALI0D24970g,2,changed_regulation,green,,circle,30
YALI0A16797g,2,changed_regulation,green,,circle,30
YALI0E26609g,2,changed_regulation,green,,circle,30
YALI0F27885g,2,changed_regulation,green,,circle,30
YALI0E32483g,2,changed_regulation,green,,circle,30
YALI0B12386g,2,lowly_expressed,lightblue,,circle,30
YALI0E10901g,2,changed_regulation,green,,circle,30
YALI0C02651g,2,changed_regulation,green,,circle,30
YALI0E13189g,2,lowly_expressed,lightblue,,circle,30
YALI0D19976g,2,changed_regulation,green,,circle,30
YALI0C12918g,2,lowly_expressed,lightblue,,circle,30
YALI0B10560g,2,lowly_expressed,lightblue,,circle,30
YALI0E04807g,2,lowly_expressed,lightblue,,circle,30
YALI0D16797g,2,lowly_expressed,lightblue,,circle,30
Q2M2I5,2,lowly_expressed,lightblue,,circle,30
YALI0E13794g,2,changed_regulation,green,,circle,30
YALI0D23705g,2,changed_regulation,green,,circle,30
YALI0F24365g,2,lowly_expressed,lightblue,,circle,30
YALI0B18326g,2,changed_regulation,green,,circle,30
YALI0F26543g,2,changed_regulation,green,,circle,30
YALI0A02541g,2,changed_regulation,green,,circle,30
YALI0E18590g,2,lowly_expressed,lightblue,,circle,30
YALI0B13552g,2,changed_regulation,green,,circle,30
YALI0B18304g,2,changed_regulation,green,,circle,30
YALI0E16907g,2,changed_regulation,green,,circle,30
YALI0F12199g,2,lowly_expressed,lightblue,,circle,30
YALI0F06424g,2,changed_regulation,green,,circle,30
YALI0C17655g,2,changed_regulation,green,,circle,30
YALI0D26752g,2,lowly_expressed,lightblue,,circle,30
YALI0E17897g,2,changed_regulation,green,,circle,30
YALI0B12496g,2,changed_regulation,green,,circle,30
YALI0B21604g,2,changed_regulation,green,,circle,30
YALI0D06776g,2,changed_regulation,green,,circle,30
YALI0F28039g,2,changed_regulation,green,,circle,30
YALI0E25201g,2,lowly_expressed,lightblue,,circle,30
YALI0C19965g,2,lowly_expressed,lightblue,,circle,30
YALI0F08657g,2,changed_regulation,green,,circle,30
YALI0D21978g,2,changed_regulation,green,,circle,30
YALI0D04070g,2,changed_regulation,green,,circle,30
YALI0D22594g,2,changed_regulation,green,,circle,30
YALI0E26345g,2,changed_regulation,green,,circle,30
YALI0E16038g,2,changed_regulation,green,,circle,30
YALI0F07623g,2,changed_regulation,green,,circle,30
YALI0D02387g,2,changed_regulation,green,,circle,30
YALI0B13376g,2,changed_regulation,green,,circle,30
YALI0D11990g,2,changed_regulation,green,,circle,30
YALI0E33774g,2,changed_regulation,green,,circle,30
YALI0F11605g,2,changed_regulation,green,,circle,30
YALI0E08932g,2,changed_regulation,green,,circle,30
YALI0C22968g,2,changed_regulation,green,,circle,30
YALI0F05302g,2,changed_regulation,green,,circle,30
YALI0C12474g,2,changed_regulation,green,,circle,30
YALI0C13992g,2,changed_regulation,green,,circle,30
YALI0A20372g,2,highly_expressed,orange,,circle,30
YALI0C08855g,2,changed_regulation,green,,circle,30
YALI0C09889g,2,changed_regulation,green,,circle,30
YALI0D17776g,2,changed_regulation,green,,circle,30
YALI0F30943g,2,changed_regulation,green,,circle,30
YALI0A10769g,2,changed_regulation,green,,circle,30
YALI0D26642g,2,changed_regulation,green,,circle,30
YALI0F06138g,2,changed_regulation,green,,circle,30
YALI0F10483g,2,changed_regulation,green,,circle,30
YALI0B15037g,2,changed_regulation,green,,circle,30
YALI0C21340g,2,changed_regulation,green,,circle,30
YALI0D02189g,2,changed_regulation,green,,circle,30
YALI0E16599g,2,changed_regulation,green,,circle,30
YALI0D18832g,2,changed_regulation,green,,circle,30
YALI0F17666g,2,changed_regulation,green,,circle,30
YALI0E09911g,2,changed_regulation,green,,circle,30
YALI0A11671g,2,changed_regulation,green,,circle,30
YALI0E23185g,2,downregulated,darkblue,,circle,30
YALI0D18964g,2,downregulated,darkblue,,circle,30
YALI0D02893g,2,changed_regulation,green,,circle,30
YALI0E15488g,2,changed_regulation,green,,circle,30
YALI0B20306g,2,changed_regulation,green,,circle,30
YALI0E16709g,2,changed_regulation,green,,circle,30
YALI0D23067g,2,changed_regulation,green,,circle,30
YALI0E02244g,2,downregulated,darkblue,,circle,30
YALI0B03124g,2,downregulated,darkblue,,circle,30
YALI0C16753g,2,downregulated,darkblue,,circle,30
YALI0F26345g,2,lowly_expressed,lightblue,,circle,30
YALI0D00385g,2,downregulated,darkblue,,circle,30
YALI0F30547g,2,downregulated,darkblue,,circle,30
YALI0D07942g,2,downregulated,darkblue,,circle,30
YALI0B15422g,2,changed_regulation,green,,circle,30
YALI0F11671g,2,changed_regulation,green,,circle,30
YALI0F04620g,2,downregulated,darkblue,,circle,30
YALI0E27676g,2,changed_regulation,green,,circle,30
YALI0D07744g,15,downregulated,darkblue,Transcription_Factor,roundrectangle,80
Q6IFZ6,2,changed_regulation,green,,circle,30
YALI0F11957g,2,changed_regulation,green,,circle,30
YALI0F16687g,2,changed_regulation,green,,circle,30
YALI0D02024g,2,changed_regulation,green,,circle,30
YALI0B12540g,2,changed_regulation,green,,circle,30
YALI0D01353g,15,changed_regulation,green,Transcription_Factor,roundrectangle,80
YALI0E04158g,2,changed_regulation,green,,circle,30
YALI0C06974g,2,changed_regulation,green,,circle,30
YALI0F11429g,2,changed_regulation,green,,circle,30
YALI0D18678g,15,changed_regulation,green,Transcription_Factor,roundrectangle,80
YALI0F30503g,2,changed_regulation,green,,circle,30
YALI0E33209g,2,changed_regulation,green,,circle,30
YALI0D19470g,2,changed_regulation,green,,circle,30
YALI0A02959g,2,changed_regulation,green,,circle,30
YALI0D24431g,2,downregulated,darkblue,,circle,30
YALI0B20020g,2,lowly_expressed,lightblue,,circle,30
YALI0C00539g,2,downregulated,darkblue,,circle,30
YALI0B15081g,2,downregulated,darkblue,,circle,30
YALI0C06798g,2,lowly_expressed,lightblue,,circle,30
YALI0E33539g,2,downregulated,darkblue,,circle,30
YALI0D26191g,2,downregulated,darkblue,,circle,30
YALI0E21802g,2,upregulated,red,,circle,30
YALI0B07425g,2,changed_regulation,green,,circle,30
YALI0A19096g,2,changed_regulation,green,,circle,30
YALI0C21789g,2,upregulated,red,,circle,30
YALI0F01056g,2,upregulated,red,,circle,30
YALI0F12133g,2,changed_regulation,green,,circle,30
YALI0B19074g,2,changed_regulation,green,,circle,30
YALI0E26147g,2,changed_regulation,green,,circle,30
YALI0D14454g,2,changed_regulation,green,,circle,30
YALI0D05357g,2,changed_regulation,green,,circle,30
YALI0C12749g,2,changed_regulation,green,,circle,30
YALI0D24497g,2,changed_regulation,green,,circle,30
YALI0F05896g,2,changed_regulation,green,,circle,30
YALI0E13662g,2,changed_regulation,green,,circle,30
YALI0E29007g,2,changed_regulation,green,,circle,30
YALI0F10285g,2,changed_regulation,green,,circle,30
YALI0F09141g,2,upregulated,red,,circle,30
Q9C075,2,upregulated,red,,circle,30
YALI0F25685g,2,changed_regulation,green,,circle,30
YALI0F32065g,2,changed_regulation,green,,circle,30
YALI0D11528g,2,changed_regulation,green,,circle,30
YALI0B23254g,2,changed_regulation,green,,circle,30
YALI0C01617g,2,changed_regulation,green,,circle,30
YALI0B10516g,2,lowly_expressed,lightblue,,circle,30
YALI0B18298g,2,changed_regulation,green,,circle,30
YALI0B02409g,2,downregulated,darkblue,,circle,30
YALI0A04983g,2,highly_expressed,orange,,circle,30
YALI0C12276g,2,downregulated,darkblue,,circle,30
YALI0B08316g,2,downregulated,darkblue,,circle,30
YALI0B08404g,2,lowly_expressed,lightblue,,circle,30
YALI0A19140g,2,changed_regulation,green,,circle,30
YALI0F20350g,2,changed_regulation,green,,circle,30
YALI0B15722g,2,changed_regulation,green,,circle,30
YALI0A21373g,2,lowly_expressed,lightblue,,circle,30
YALI0E04048g,2,changed_regulation,green,,circle,30
YALI0E00308g,2,changed_regulation,green,,circle,30
YALI0D23265g,2,lowly_expressed,lightblue,,circle,30
YALI0B04620g,2,downregulated,darkblue,,circle,30
YALI0B20262g,2,changed_regulation,green,,circle,30
YALI0D08514g,2,changed_regulation,green,,circle,30
YALI0E21956g,2,changed_regulation,green,,circle,30
YALI0C16709g,2,changed_regulation,green,,circle,30
YALI0F04213g,2,changed_regulation,green,,circle,30
YALI0B04378g,2,changed_regulation,green,,circle,30
YALI0E09015g,2,changed_regulation,green,,circle,30
YALI0E06831g,2,changed_regulation,green,,circle,30
YALI0E12287g,2,changed_regulation,green,,circle,30
YALI0A05577g,2,changed_regulation,green,,circle,30
YALI0F17820g,2,lowly_expressed,lightblue,,circle,30
YALI0C08987g,2,downregulated,darkblue,,circle,30
YALI0C06820g,2,lowly_expressed,lightblue,,circle,30
YALI0F05676g,2,downregulated,darkblue,,circle,30
YALI0D05753g,2,lowly_expressed,lightblue,,circle,30
YALI0F24695g,2,lowly_expressed,lightblue,,circle,30
YALI0B10780g,2,downregulated,darkblue,,circle,30
YALI0B08866g,2,downregulated,darkblue,,circle,30
YALI0D20614g,2,downregulated,darkblue,,circle,30
YALI0F24123g,2,downregulated,darkblue,,circle,30
YALI0D00693g,2,downregulated,darkblue,,circle,30
YALI0B02332g,2,lowly_expressed,lightblue,,circle,30
YALI0C11473g,2,lowly_expressed,lightblue,,circle,30
YALI0C21824g,2,downregulated,darkblue,,circle,30
YALI0D05159g,2,lowly_expressed,lightblue,,circle,30
YALI0E11847g,2,lowly_expressed,lightblue,,circle,30
YALI0D13104g,2,downregulated,darkblue,,circle,30
YALI0E14949g,2,downregulated,darkblue,,circle,30
YALI0E30602g,2,lowly_expressed,lightblue,,circle,30
YALI0D13728g,2,downregulated,darkblue,,circle,30
YALI0E26895g,2,lowly_expressed,lightblue,,circle,30
YALI0D16423g,2,downregulated,darkblue,,circle,30
YALI0E23584g,2,lowly_expressed,lightblue,,circle,30
YALI0C04389g,2,lowly_expressed,lightblue,,circle,30
YALI0E19701g,2,downregulated,darkblue,,circle,30
YALI0D05731g,2,downregulated,darkblue,,circle,30
YALI0D07304g,2,downregulated,darkblue,,circle,30
YALI0C10901g,2,changed_regulation,green,,circle,30
YALI0F11297g,2,lowly_expressed,lightblue,,circle,30
YALI0E23496g,2,changed_regulation,green,,circle,30
YALI0F14597g,2,changed_regulation,green,,circle,30
YALI0F05500g,2,changed_regulation,green,,circle,30
YALI0C20207g,2,changed_regulation,green,,circle,30
YALI0B03322g,2,changed_regulation,green,,circle,30
YALI0B17292g,2,changed_regulation,green,,circle,30
YALI0F32175g,2,changed_regulation,green,,circle,30
YALI0D07238g,2,changed_regulation,green,,circle,30
YALI0F28105g,2,changed_regulation,green,,circle,30
YALI0C18777g,2,changed_regulation,green,,circle,30
YALI0A11407g,2,changed_regulation,green,,circle,30
YALI0C19602g,2,changed_regulation,green,,circle,30
YALI0F08327g,2,lowly_expressed,lightblue,,circle,30
YALI0B16632g,2,lowly_expressed,lightblue,,circle,30
YALI0E06149g,2,lowly_expressed,lightblue,,circle,30
YALI0B20680g,2,changed_regulation,green,,circle,30
YALI0B22594g,2,changed_regulation,green,,circle,30
YALI0A11605g,2,changed_regulation,green,,circle,30
YALI0D09427g,2,changed_regulation,green,,circle,30
YALI0E21395g,2,changed_regulation,green,,circle,30
YALI0D08646g,2,changed_regulation,green,,circle,30
Q03247,2,changed_regulation,green,,circle,30
YALI0D15026g,2,changed_regulation,green,,circle,30
YALI0F15367g,2,changed_regulation,green,,circle,30
YALI0D08272g,2,changed_regulation,green,,circle,30
YALI0D23947g,2,changed_regulation,green,,circle,30
YALI0E00550g,2,changed_regulation,green,,circle,30
YALI0C04433g,2,changed_regulation,green,,circle,30
YALI0B16104g,2,changed_regulation,green,,circle,30
YALI0F25883g,2,downregulated,darkblue,,circle,30
YALI0C00803g,2,changed_regulation,green,,circle,30
YALI0F05544g,2,downregulated,darkblue,,circle,30
YALI0B05258g,2,upregulated,red,,circle,30
YALI0D04983g,2,downregulated,darkblue,,circle,30
YALI0A20350g,2,downregulated,darkblue,,circle,30
YALI0D27148g,2,changed_regulation,green,,circle,30
YALI0B00616g,2,downregulated,darkblue,,circle,30
YALI0E33473g,2,downregulated,darkblue,,circle,30
YALI0D03916g,2,highly_expressed,orange,,circle,30
YALI0B14399g,2,changed_regulation,green,,circle,30
YALI0F11825g,2,downregulated,darkblue,,circle,30
YALI0D11726g,2,changed_regulation,green,,circle,30
YALI0E13343g,2,highly_expressed,orange,,circle,30
YALI0D07040g,2,downregulated,darkblue,,circle,30
YALI0C22394g,2,upregulated,red,,circle,30
YALI0D15510g,2,changed_regulation,green,,circle,30
YALI0D21208g,2,changed_regulation,green,,circle,30
YALI0D12364g,2,changed_regulation,green,,circle,30
YALI0E18524g,2,changed_regulation,green,,circle,30
YALI0D11594g,2,changed_regulation,green,,circle,30
YALI0B17754g,2,changed_regulation,green,,circle,30
YALI0D11506g,2,upregulated,red,,circle,30
YALI0F24299g,2,changed_regulation,green,,circle,30
YALI0D18128g,2,changed_regulation,green,,circle,30
YALI0B17138g,2,changed_regulation,green,,circle,30
YALI0B00880g,2,lowly_expressed,lightblue,,circle,30
YALI0E02112g,2,lowly_expressed,lightblue,,circle,30
YALI0F25267g,2,changed_regulation,green,,circle,30
YALI0B15972g,2,changed_regulation,green,,circle,30
YALI0F18458g,15,changed_regulation,green,Transcription_Factor,roundrectangle,80
YALI0E05775g,2,changed_regulation,green,,circle,30
Q9TT36,2,changed_regulation,green,,circle,30
YALI0A04191g,2,changed_regulation,green,,circle,30
YALI0F20856g,2,lowly_expressed,lightblue,,circle,30
YALI0F24959g,2,lowly_expressed,lightblue,,circle,30
YALI0E16060g,2,lowly_expressed,lightblue,,circle,30
YALI0E13618g,2,lowly_expressed,lightblue,,circle,30
YALI0F30987g,2,lowly_expressed,lightblue,,circle,30
YALI0E15125g,2,lowly_expressed,lightblue,,circle,30
YALI0F12639g,2,highly_expressed,orange,,circle,30
YALI0F04730g,2,downregulated,darkblue,,circle,30
YALI0D13112g,2,lowly_expressed,lightblue,,circle,30
YALI0A16379g,2,lowly_expressed,lightblue,,circle,30
YALI0F25025g,2,lowly_expressed,lightblue,,circle,30
YALI0C09328g,2,lowly_expressed,lightblue,,circle,30
YALI0A20680g,2,highly_expressed,orange,,circle,30
YALI0E12463g,2,lowly_expressed,lightblue,,circle,30
YALI0F12991g,2,lowly_expressed,lightblue,,circle,30
YALI0D04422g,2,lowly_expressed,lightblue,,circle,30
YALI0F26521g,2,lowly_expressed,lightblue,,circle,30
YALI0E27808g,2,highly_expressed,orange,,circle,30
YALI0E14795g,2,lowly_expressed,lightblue,,circle,30
YALI0D06996g,2,lowly_expressed,lightblue,,circle,30
YALI0D08404g,2,lowly_expressed,lightblue,,circle,30
YALI0F18898g,2,lowly_expressed,lightblue,,circle,30
YALI0E25696g,2,lowly_expressed,lightblue,,circle,30
YALI0F05632g,2,lowly_expressed,lightblue,,circle,30
YALI0B22946g,2,lowly_expressed,lightblue,,circle,30
YALI0F26411g,2,lowly_expressed,lightblue,,circle,30
YALI0B03762g,2,downregulated,darkblue,,circle,30
YALI0C00649g,2,lowly_expressed,lightblue,,circle,30
YALI0F30899g,2,lowly_expressed,lightblue,,circle,30
YALI0F08701g,2,lowly_expressed,lightblue,,circle,30
YALI0C11495g,2,lowly_expressed,lightblue,,circle,30
YALI0A02134g,2,lowly_expressed,lightblue,,circle,30
YALI0C06996g,2,lowly_expressed,lightblue,,circle,30
YALI0F25817g,2,lowly_expressed,lightblue,,circle,30
YALI0A12705g,2,lowly_expressed,lightblue,,circle,30
YALI0F06732g,2,lowly_expressed,lightblue,,circle,30
YALI0E13574g,2,upregulated,red,,circle,30
YALI0E03784g,2,lowly_expressed,lightblue,,circle,30
YALI0E15246g,2,lowly_expressed,lightblue,,circle,30
YALI0E14817g,2,highly_expressed,orange,,circle,30
YALI0F10153g,2,lowly_expressed,lightblue,,circle,30
YALI0A16214g,2,downregulated,darkblue,,circle,30
YALI0E31317g,2,lowly_expressed,lightblue,,circle,30
YALI0C02057g,2,lowly_expressed,lightblue,,circle,30
YALI0D05599g,2,highly_expressed,orange,,circle,30
YALI0B06116g,2,lowly_expressed,lightblue,,circle,30
YALI0C00187g,2,lowly_expressed,lightblue,,circle,30
YALI0B16874g,2,lowly_expressed,lightblue,,circle,30
YALI0B10758g,2,lowly_expressed,lightblue,,circle,30
YALI0A15576g,2,lowly_expressed,lightblue,,circle,30
YALI0E12081g,2,highly_expressed,orange,,circle,30
YALI0D13948g,2,lowly_expressed,lightblue,,circle,30
YALI0B18414g,2,lowly_expressed,lightblue,,circle,30
YALI0B05280g,2,lowly_expressed,lightblue,,circle,30
YALI0A19052g,2,changed_regulation,green,,circle,30
YALI0F01210g,2,highly_expressed,orange,,circle,30
YALI0D11242g,2,lowly_expressed,lightblue,,circle,30
YALI0E09933g,2,downregulated,darkblue,,circle,30
Q1A7A4,2,lowly_expressed,lightblue,,circle,30
YALI0D01463g,15,changed_regulation,green,Transcription_Factor,roundrectangle,80
YALI0F14663g,2,lowly_expressed,lightblue,,circle,30
YALI0F26807g,2,lowly_expressed,lightblue,,circle,30
YALI0D22396g,2,highly_expressed,orange,,circle,30
YALI0F27247g,2,lowly_expressed,lightblue,,circle,30
YALI0D25036g,2,changed_regulation,green,,circle,30
YALI0D02365g,2,changed_regulation,green,,circle,30
YALI0A16566g,2,changed_regulation,green,,circle,30
YALI0D26488g,2,changed_regulation,green,,circle,30
YALI0E26873g,2,changed_regulation,green,,circle,30
YALI0C03718g,2,lowly_expressed,lightblue,,circle,30
YALI0F20438g,2,highly_expressed,orange,,circle,30
YALI0F19514g,2,changed_regulation,green,,circle,30
YALI0A13585g,2,changed_regulation,green,,circle,30
ENSEMBL:ENSBTAP00000031900,2,lowly_expressed,lightblue,,circle,30
YALI0E26917g,2,changed_regulation,green,,circle,30
YALI0D12925g,2,changed_regulation,green,,circle,30
YALI0F00814g,2,changed_regulation,green,,circle,30
YALI0E20713g,2,changed_regulation,green,,circle,30
YALI0D16357g,2,changed_regulation,green,,circle,30
YALI0E18051g,2,lowly_expressed,lightblue,,circle,30
