Gene,border,class,color,feature,shape,size
YALI0F31537g,2,changed_regulation,green,,circle,30
YALI0E05797g,2,highly_expressed,orange,,circle,30
YALI0E34287g,2,upregulated,red,,circle,30
YALI0E10461g,2,changed_regulation,green,,circle,30
YALI0E19789g,2,upregulated,red,,circle,30
YALI0E26983g,2,highly_expressed,orange,,circle,30
YALI0A14586g,2,changed_regulation,green,,circle,30
YALI0E01980g,2,downregulated,darkblue,,circle,30
YALI0F08789g,2,changed_regulation,green,,circle,30
YALI0D25850g,2,upregulated,red,,circle,30
YALI0C22506g,2,changed_regulation,green,,circle,30
YALI0C08030g,2,changed_regulation,green,,circle,30
YALI0B02376g,2,changed_regulation,green,,circle,30
