Gene,Class,Feature
YALI0B18502g,no_change,
YALI0B18524g,lowly_expressed_gene,
YALI0B18546g,highly_expressed_gene,
YALI0B18568g,changed_regulation,
YALI0B18590g,no_change,
YALI0B18612g,lowly_expressed_gene,
YALI0B18634g,no_change,
YALI0B18656g,lowly_expressed_gene,
YALI0B18678g,no_change,
YALI0B18700g,no_change,
YALI0B18722g,no_change,
YALI0B18744g,no_change,
YALI0B18759g,downregulated,
YALI0B18788g,no_change,
YALI0B18810g,lowly_expressed_gene,
YALI0B18821r,no_change,
YALI0B18832r,no_change,
YALI0B18854g,lowly_expressed_gene,
YALI0B18876g,no_change,
YALI0B18898g,no_change,
YALI0B18920g,no_change,
YALI0B18942g,no_change,
YALI0B18964g,no_change,
YALI0B18986g,lowly_expressed_gene,
YALI0B19008g,no_change,
YALI0B19030g,no_change,
YALI0B19052g,no_change,
YALI0B19074g,lowly_expressed_gene,
YALI0B19096g,changed_regulation,
YALI0B19118g,no_change,
YALI0B19140r,no_change,
YALI0B19162g,no_change,
YALI0B19184g,lowly_expressed_gene,
YALI0B19206g,no_change,
YALI0B19228g,highly_expressed_gene,
YALI0B19250g,no_change,
YALI0B19272r,no_change,
YALI0B19316g,no_change,
YALI0B19338g,highly_expressed_gene,
YALI0B19360g,no_change,
YALI0B19382g,no_change,
YALI0B19404r,no_change,
YALI0B19448g,no_change,
YALI0B19470g,no_change,
YALI0B19492g,upregulated,
YALI0B19514r,no_change,
YALI0B19558g,no_change,
YALI0B19580g,no_change,
YALI0B19602g,no_change,Transcription_Factor
YALI0B19624g,no_change,
YALI0B19646g,no_change,
YALI0B19668g,no_change,
YALI0B19712g,highly_expressed_gene,
YALI0B19734g,no_change,
YALI0B19756g,highly_expressed_gene,
YALI0B19778g,highly_expressed_gene,
YALI0B19800g,highly_expressed_gene,
YALI0B19844g,no_change,
YALI0B19866g,highly_expressed_gene,
YALI0B19888g,highly_expressed_gene,
YALI0B19910g,no_change,
YALI0B19932r,no_change,
YALI0B19976g,no_change,
YALI0B19987r,no_change,
YALI0B19998g,highly_expressed_gene,
YALI0B20020g,highly_expressed_gene,
YALI0B20042g,no_change,
YALI0B20064g,highly_expressed_gene,
YALI0B20086g,no_change,
YALI0B20108g,no_change,
YALI0B20130r,no_change,
YALI0B20174g,no_change,
YALI0B20196g,no_change,
YALI0B20218g,downregulated,
YALI0B20240g,no_change,
YALI0B20262g,lowly_expressed_gene,
YALI0B20284g,no_change,
YALI0B20306g,highly_expressed_gene,
YALI0B20328g,highly_expressed_gene,
YALI0B20350g,no_change,
YALI0B20372g,upregulated,
YALI0B20394g,lowly_expressed_gene,
YALI0B20416g,no_change,
YALI0B20438g,no_change,
YALI0B20460g,no_change,
YALI0B20482g,no_change,
YALI0B20504g,no_change,
YALI0B20515r,no_change,
YALI0B20526g,highly_expressed_gene,
YALI0B20548g,no_change,
YALI0B20570g,no_change,
YALI0B20592g,no_change,
YALI0B20614g,no_change,
YALI0B20636g,highly_expressed_gene,
YALI0B20658g,no_change,
YALI0B20680g,no_change,
YALI0B20702g,no_change,
YALI0B20724g,no_change,
YALI0B20746g,no_change,
YALI0B20768g,highly_expressed_gene,
YALI0B20790g,highly_expressed_gene,
YALI0B20812g,no_change,
YALI0B20834g,no_change,
YALI0B20856g,no_change,
YALI0B20878g,no_change,
YALI0B20900g,highly_expressed_gene,
YALI0B20911g,no_change,
YALI0B20922g,no_change,
YALI0B20944g,downregulated,Transcription_Factor
YALI0B20966g,no_change,
YALI0B20988g,no_change,
YALI0B21010g,no_change,
YALI0B21032g,no_change,
YALI0B21054g,downregulated,
YALI0B21076g,no_change,
YALI0B21098g,downregulated,
YALI0B21120g,lowly_expressed_gene,
YALI0B21142g,lowly_expressed_gene,
YALI0B21164g,no_change,
YALI0B21186g,lowly_expressed_gene,
YALI0B21208g,no_change,
YALI0B21230g,changed_regulation,
YALI0B21252g,no_change,
YALI0B21274g,changed_regulation,
YALI0B21296g,no_change,
YALI0B21318g,no_change,
YALI0B21340g,no_change,
YALI0B21362g,no_change,
YALI0B21384g,no_change,
YALI0B21406g,downregulated,
YALI0B21428g,no_change,
YALI0B21450g,highly_expressed_gene,
YALI0B21472g,highly_expressed_gene,
YALI0B21494g,highly_expressed_gene,
YALI0B21516g,no_change,
YALI0B21527g,no_change,
YALI0B21538g,no_change,
YALI0B21560g,lowly_expressed_gene,
YALI0B21582g,no_change,Transcription_Factor
YALI0B21604g,lowly_expressed_gene,
YALI0B21626g,no_change,
YALI0B21648r,no_change,
YALI0B21662g,no_change,
YALI0B21670g,no_change,
YALI0B21692g,no_change,
YALI0B21714g,highly_expressed_gene,
YALI0B21725r,no_change,
YALI0B21736r,no_change,
YALI0B21780g,lowly_expressed_gene,
YALI0B21802r,no_change,
YALI0B21824g,changed_regulation,
YALI0B21846g,changed_regulation,
YALI0B21868g,changed_regulation,
YALI0B21890g,no_change,
YALI0B21912g,no_change,
YALI0B21925g,no_change,
YALI0B21978g,no_change,
YALI0B22000g,no_change,
YALI0B22022r,no_change,
YALI0B22044r,no_change,
YALI0B22066g,no_change,
YALI0B22088g,no_change,
YALI0B22110g,no_change,
YALI0B22125g,no_change,
YALI0B22132g,no_change,
YALI0B22154g,no_change,
YALI0B22176g,no_change,Transcription_Factor
YALI0B22198g,changed_regulation,
YALI0B22220g,no_change,
YALI0B22242g,downregulated,
YALI0B22264g,no_change,
YALI0B22286g,no_change,
YALI0B22308g,no_change,
YALI0B22330g,no_change,
YALI0B22352r,no_change,
YALI0B22374g,lowly_expressed_gene,
YALI0B22396g,no_change,
YALI0B22418g,no_change,
YALI0B22440g,upregulated,
YALI0B22462g,no_change,
YALI0B22484g,lowly_expressed_gene,
YALI0B22506g,highly_expressed_gene,
YALI0B22528g,no_change,
YALI0B22550g,changed_regulation,
YALI0B22572g,no_change,
YALI0B22594g,no_change,
YALI0B22616g,no_change,
YALI0B22638g,no_change,
YALI0B22660g,no_change,
YALI0B22682g,no_change,
YALI0B22704g,downregulated,
YALI0B22726g,lowly_expressed_gene,
YALI0B22748g,highly_expressed_gene,
YALI0B22770g,no_change,
YALI0B22792g,no_change,
YALI0B22814g,lowly_expressed_gene,
YALI0B22836g,no_change,
YALI0B22858g,no_change,
YALI0B22880g,no_change,
YALI0B22902g,highly_expressed_gene,
YALI0B22924g,no_change,
YALI0B22946g,no_change,
YALI0B22968g,no_change,
YALI0B22990g,no_change,
YALI0B23012g,no_change,
YALI0B23034g,changed_regulation,
YALI0B23056g,no_change,
YALI0B23078g,no_change,
YALI0B23100g,highly_expressed_gene,
YALI0B23111g,highly_expressed_gene,
YALI0B23122g,no_change,
YALI0B23144g,downregulated,
YALI0B23166g,downregulated,
YALI0B23188g,no_change,
YALI0B23210g,no_change,
YALI0B23232g,no_change,
YALI0B23254g,downregulated,
YALI0B23276g,highly_expressed_gene,
YALI0B23298g,downregulated,
YALI0B23320g,downregulated,
YALI0B23342g,no_change,
YALI0B23364g,no_change,
YALI0B23386g,no_change,
YALI0B23408g,no_change,
YALI0B23430g,no_change,
YALI0B23452g,no_change,
YALI0B23474g,no_change,
YALI0B23485r,no_change,
YALI0B23496g,no_change,
YALI0C00099r,no_change,
YALI0C00110g,downregulated,
YALI0C00132g,no_change,
YALI0C00165g,no_change,
YALI0C00187g,lowly_expressed_gene,
YALI0C00209g,no_change,
YALI0C00231g,no_change,
YALI0C00253g,highly_expressed_gene,
YALI0C00275g,downregulated,
YALI0C00297g,no_change,
YALI0C00319g,highly_expressed_gene,
YALI0C00341g,no_change,
YALI0C00363g,lowly_expressed_gene,
YALI0C00385g,no_change,
YALI0C00407g,highly_expressed_gene,
YALI0C00429g,lowly_expressed_gene,
YALI0C00451g,lowly_expressed_gene,
YALI0C00473g,no_change,
YALI0C00495g,downregulated,
YALI0C00517r,no_change,
YALI0C00539g,no_change,
YALI0C00550g,no_change,
YALI0C00561g,no_change,
YALI0C00583g,no_change,
YALI0C00605g,no_change,
YALI0C00627g,no_change,
YALI0C00649g,highly_expressed_gene,
YALI0C00671g,lowly_expressed_gene,
YALI0C00693g,highly_expressed_gene,
YALI0C00715g,no_change,
YALI0C00759g,lowly_expressed_gene,
YALI0C00781g,no_change,
YALI0C00803g,no_change,
YALI0C00825g,no_change,
YALI0C00847g,highly_expressed_gene,
YALI0C00869g,no_change,
YALI0C00891g,no_change,
YALI0C00913g,no_change,
YALI0C00935g,no_change,
YALI0C00957g,no_change,
YALI0C00979g,no_change,
YALI0C01001g,no_change,
YALI0C01023g,no_change,
YALI0C01045g,downregulated,
YALI0C01067g,no_change,
YALI0C01089g,highly_expressed_gene,
YALI0C01111g,no_change,
YALI0C01133g,downregulated,
YALI0C01155g,no_change,
YALI0C01177g,no_change,
YALI0C01199g,no_change,
YALI0C01221g,no_change,
YALI0C01243g,no_change,
YALI0C01287g,no_change,
YALI0C01309g,highly_expressed_gene,
YALI0C01331g,no_change,
YALI0C01353g,no_change,
YALI0C01375g,no_change,Transcription_Factor
YALI0C01397g,no_change,
YALI0C01411g,no_change,
YALI0C01419g,highly_expressed_gene,
YALI0C01441g,no_change,
YALI0C01463g,no_change,Transcription_Factor
YALI0C01485g,downregulated,
YALI0C01507g,changed_regulation,
YALI0C01529r,no_change,
YALI0C01573g,no_change,
YALI0C01595g,downregulated,
YALI0C01617g,no_change,
YALI0C01639g,no_change,
YALI0C01672r,no_change,
YALI0C01694g,downregulated,
YALI0C01716g,no_change,
YALI0C01738g,no_change,
YALI0C01760g,highly_expressed_gene,
YALI0C01782g,no_change,
YALI0C01804r,no_change,
YALI0C01815r,no_change,
YALI0C01826g,no_change,
YALI0C01859g,no_change,
YALI0C01881r,no_change,
YALI0C01903g,no_change,
YALI0C01925g,no_change,
YALI0C01947g,no_change,
YALI0C01969g,upregulated,
YALI0C01991g,no_change,
YALI0C02013r,no_change,
YALI0C02035r,no_change,
YALI0C02057g,downregulated,
YALI0C02079r,no_change,
YALI0C02123r,no_change,
YALI0C02167g,no_change,
YALI0C02189r,no_change,
YALI0C02211g,no_change,
YALI0C02233g,changed_regulation,
YALI0C02255g,no_change,
YALI0C02277r,no_change,
YALI0C02321g,no_change,
YALI0C02343g,no_change,
YALI0C02365g,no_change,
YALI0C02387g,highly_expressed_gene,Transcription_Factor
YALI0C02409g,no_change,
YALI0C02431g,changed_regulation,
YALI0C02453g,lowly_expressed_gene,
YALI0C02475g,no_change,
YALI0C02497g,no_change,
YALI0C02519g,downregulated,
YALI0C02541g,no_change,
YALI0C02563g,highly_expressed_gene,
YALI0C02585g,no_change,
YALI0C02607g,no_change,
YALI0C02629g,no_change,
YALI0C02651g,lowly_expressed_gene,
YALI0C02673r,no_change,
YALI0C02717g,lowly_expressed_gene,
YALI0C02739r,no_change,
YALI0C02761g,downregulated,
YALI0C02783g,no_change,
YALI0C02805g,no_change,
YALI0C02827g,highly_expressed_gene,
YALI0C02849g,changed_regulation,
YALI0C02871g,no_change,
YALI0C02893g,no_change,
YALI0C02915g,no_change,
YALI0C02937g,no_change,
YALI0C02959g,no_change,
YALI0C02981g,highly_expressed_gene,
YALI0C03003g,no_change,
YALI0C03025g,no_change,
YALI0C03047g,no_change,
YALI0C03069g,no_change,
YALI0C03091g,no_change,
YALI0C03113r,no_change,
YALI0C03124r,no_change,
YALI0C03135g,downregulated,
YALI0C03157r,no_change,
YALI0C03179g,no_change,
YALI0C03201g,no_change,
YALI0C03223g,highly_expressed_gene,
YALI0C03245g,no_change,
YALI0C03267g,highly_expressed_gene,
YALI0C03289r,no_change,
YALI0C03333g,no_change,
YALI0C03355g,no_change,
YALI0C03377g,lowly_expressed_gene,
YALI0C03399g,changed_regulation,
YALI0C03421g,no_change,
YALI0C03443g,changed_regulation,
YALI0C03465g,changed_regulation,
YALI0C03487g,no_change,
YALI0C03498g,no_change,
YALI0C03520g,no_change,
YALI0C03542g,no_change,
YALI0C03564g,highly_expressed_gene,Transcription_Factor
YALI0C03586g,no_change,
YALI0C03608g,no_change,
YALI0C03630g,no_change,
YALI0C03652g,no_change,
YALI0C03674g,no_change,
YALI0C03696g,changed_regulation,
YALI0C03718g,no_change,
YALI0C03740r,no_change,
YALI0C03762g,highly_expressed_gene,
YALI0C03784g,highly_expressed_gene,
YALI0C03806g,changed_regulation,
YALI0C03828g,downregulated,
YALI0C03850g,no_change,
YALI0C03872g,no_change,
YALI0C03894g,no_change,
YALI0C03916g,no_change,
YALI0C03938r,no_change,
YALI0C03982g,no_change,
YALI0C04004g,no_change,
YALI0C04026g,no_change,
YALI0C04048g,highly_expressed_gene,
YALI0C04070g,lowly_expressed_gene,
YALI0C04092g,no_change,
YALI0C04114g,no_change,
YALI0C04136g,downregulated,
YALI0C04158g,downregulated,
YALI0C04180g,no_change,
YALI0C04213g,no_change,
YALI0C04235g,lowly_expressed_gene,
YALI0C04257g,no_change,
YALI0C04279g,no_change,
YALI0C04301g,downregulated,
YALI0C04323g,no_change,
YALI0C04345g,no_change,
YALI0C04367g,no_change,
YALI0C04389g,lowly_expressed_gene,
YALI0C04411g,highly_expressed_gene,
YALI0C04433g,no_change,
YALI0C04455g,downregulated,
YALI0C04477g,no_change,
YALI0C04499g,no_change,
YALI0C04521g,no_change,
YALI0C04543g,no_change,
YALI0C04565g,upregulated,
YALI0C04587g,changed_regulation,
YALI0C04620g,no_change,
YALI0C04642r,no_change,
YALI0C04686g,no_change,
YALI0C04730g,no_change,
YALI0C04752r,no_change,
YALI0C04763r,no_change,
YALI0C04774g,no_change,
YALI0C04796g,changed_regulation,
YALI0C04818g,no_change,
YALI0C04840r,no_change,
YALI0C04884g,lowly_expressed_gene,
YALI0C04906g,no_change,
YALI0C04928g,no_change,
YALI0C04950r,no_change,
YALI0C04994r,no_change,
YALI0C05038g,no_change,
YALI0C05060g,no_change,
YALI0C05082g,no_change,
YALI0C05104g,lowly_expressed_gene,
YALI0C05126g,no_change,
YALI0C05148g,no_change,
YALI0C05170g,no_change,
YALI0C05192r,no_change,
YALI0C05236g,no_change,
YALI0C05258g,changed_regulation,
YALI0C05280g,no_change,
YALI0C05302g,no_change,
YALI0C05313r,no_change,
YALI0C05324g,lowly_expressed_gene,
YALI0C05346g,no_change,
YALI0C05368g,downregulated,
YALI0C05390g,no_change,
YALI0C05423r,no_change,
YALI0C05467g,no_change,
YALI0C05489g,no_change,
YALI0C05500g,downregulated,
YALI0C05511g,changed_regulation,
YALI0C05533g,no_change,
YALI0C05544r,no_change,
YALI0C05555g,no_change,
YALI0C05577g,downregulated,
YALI0C05599g,highly_expressed_gene,
YALI0C05621g,downregulated,
YALI0C05643g,no_change,
YALI0C05665g,no_change,
YALI0C05687g,highly_expressed_gene,
YALI0C05709g,changed_regulation,
YALI0C05731g,no_change,
YALI0C05753g,no_change,
YALI0C05775g,no_change,
YALI0C05797g,lowly_expressed_gene,
YALI0C05819g,no_change,
YALI0C05841g,no_change,
YALI0C05863g,no_change,
YALI0C05885g,no_change,
YALI0C05907g,highly_expressed_gene,
YALI0C05929g,highly_expressed_gene,
YALI0C05951g,no_change,
YALI0C05973g,no_change,
YALI0C05995g,no_change,Transcription_Factor
YALI0C06017g,no_change,
YALI0C06039g,no_change,
YALI0C06061g,lowly_expressed_gene,
YALI0C06083g,upregulated,
YALI0C06105g,no_change,
YALI0C06127g,no_change,
YALI0C06149g,no_change,
YALI0C06171g,highly_expressed_gene,
YALI0C06193g,no_change,
YALI0C06215g,highly_expressed_gene,
YALI0C06237g,no_change,
YALI0C06259g,no_change,
YALI0C06281g,no_change,
YALI0C06303g,no_change,
YALI0C06325g,highly_expressed_gene,
YALI0C06347g,changed_regulation,
YALI0C06369g,highly_expressed_gene,
YALI0C06391g,no_change,
YALI0C06424g,highly_expressed_gene,
YALI0C06446g,no_change,
YALI0C06460g,no_change,
YALI0C06468r,no_change,
YALI0C06490g,no_change,
YALI0C06512g,no_change,
YALI0C06534g,lowly_expressed_gene,
YALI0C06556g,downregulated,
YALI0C06578g,highly_expressed_gene,
YALI0C06600g,no_change,
YALI0C06622g,no_change,
YALI0C06644g,no_change,
YALI0C06666r,no_change,
YALI0C06688r,no_change,
YALI0C06710g,changed_regulation,
YALI0C06732g,no_change,
YALI0C06754g,no_change,
YALI0C06776g,lowly_expressed_gene,
YALI0C06798g,changed_regulation,
YALI0C06820g,no_change,
YALI0C06842g,no_change,Transcription_Factor
YALI0C06853g,no_change,
YALI0C06864g,no_change,
YALI0C06886g,no_change,
YALI0C06908g,no_change,
YALI0C06930g,no_change,
YALI0C06952g,no_change,
YALI0C06974g,no_change,
YALI0C06996g,no_change,
YALI0C07018g,no_change,
YALI0C07040g,no_change,
YALI0C07062g,highly_expressed_gene,
YALI0C07084r,no_change,
YALI0C07128g,no_change,
YALI0C07150g,downregulated,
YALI0C07172g,lowly_expressed_gene,
YALI0C07194g,no_change,
YALI0C07216r,no_change,
YALI0C07227r,no_change,
YALI0C07238g,no_change,
YALI0C07260g,downregulated,
YALI0C07282g,no_change,
YALI0C07304g,no_change,
YALI0C07326g,changed_regulation,
YALI0C07348g,no_change,
YALI0C07370r,no_change,
YALI0C07414g,no_change,
YALI0C07436g,no_change,Transcription_Factor
YALI0C07458g,no_change,Transcription_Factor
YALI0C07480g,no_change,
YALI0C07502g,no_change,
YALI0C07524g,no_change,
YALI0C07546g,no_change,
YALI0C07568g,no_change,
YALI0C07590g,no_change,
YALI0C07612g,no_change,
YALI0C07634g,lowly_expressed_gene,
YALI0C07656g,downregulated,
YALI0C07678g,no_change,
YALI0C07700g,downregulated,
YALI0C07722g,no_change,
YALI0C07744g,no_change,
YALI0C07777g,lowly_expressed_gene,
YALI0C07799t,no_change,
YALI0C07821g,lowly_expressed_gene,Transcription_Factor
YALI0C07843g,no_change,
YALI0C07865g,no_change,
YALI0C07887g,no_change,
YALI0C07909g,no_change,
YALI0C07931g,no_change,
YALI0C07953g,highly_expressed_gene,
YALI0C07975g,no_change,
YALI0C08030g,highly_expressed_gene,
YALI0C08052g,highly_expressed_gene,
YALI0C08074g,no_change,
YALI0C08096g,lowly_expressed_gene,
YALI0C08118g,no_change,
YALI0C08140g,no_change,
YALI0C08162t,no_change,
YALI0C08184g,no_change,
YALI0C08206g,no_change,
YALI0C08220g,no_change,
YALI0C08228g,no_change,
YALI0C08250g,no_change,
YALI0C08283g,no_change,
YALI0C08305g,no_change,
YALI0C08327g,lowly_expressed_gene,
YALI0C08349g,no_change,
YALI0C08371g,no_change,
YALI0C08393g,no_change,
YALI0C08415g,no_change,
YALI0C08437g,no_change,
YALI0C08459g,no_change,
YALI0C08473g,no_change,
YALI0C08481g,no_change,
YALI0C08503r,no_change,
YALI0C08547g,no_change,
YALI0C08569g,no_change,
YALI0C08591g,no_change,
YALI0C08613g,no_change,
YALI0C08635g,changed_regulation,
YALI0C08657g,no_change,
YALI0C08679g,no_change,
YALI0C08701g,no_change,
YALI0C08723g,no_change,
YALI0C08745g,no_change,
YALI0C08767g,downregulated,
YALI0C08782g,no_change,
YALI0C08811g,lowly_expressed_gene,
YALI0C08833g,no_change,
YALI0C08855g,no_change,
YALI0C08877g,no_change,
YALI0C08899g,no_change,
YALI0C08921g,no_change,
YALI0C08943g,no_change,
YALI0C08960g,downregulated,
YALI0C08965g,highly_expressed_gene,
YALI0C08987g,no_change,
YALI0C08998r,no_change,
YALI0C09009g,no_change,Transcription_Factor
YALI0C09031g,no_change,
YALI0C09053r,no_change,
YALI0C09064r,no_change,
YALI0C09075r,no_change,
YALI0C09119g,no_change,
YALI0C09141g,no_change,
YALI0C09163g,no_change,
YALI0C09185g,no_change,Transcription_Factor
YALI0C09218g,no_change,
YALI0C09232g,no_change,
YALI0C09240g,no_change,
YALI0C09262g,no_change,
YALI0C09284g,changed_regulation,
YALI0C09299g,no_change,
YALI0C09328g,no_change,
YALI0C09350g,no_change,
YALI0C09372g,no_change,
YALI0C09394g,no_change,
YALI0C09405r,no_change,
YALI0C09416r,no_change,
YALI0C09438g,no_change,
YALI0C09460g,no_change,
YALI0C09482g,no_change,Transcription_Factor
YALI0C09504g,no_change,
YALI0C09526g,no_change,
YALI0C09548g,no_change,
YALI0C09570g,no_change,
YALI0C09592g,no_change,
YALI0C09614g,no_change,
YALI0C09636g,highly_expressed_gene,
YALI0C09658g,highly_expressed_gene,
YALI0C09680g,lowly_expressed_gene,
YALI0C09702g,no_change,
YALI0C09735g,highly_expressed_gene,
YALI0C09757g,no_change,
YALI0C09779g,no_change,
YALI0C09801g,no_change,
YALI0C09823g,no_change,
YALI0C09845g,no_change,
YALI0C09867t,no_change,
YALI0C09889g,no_change,
YALI0C09904g,no_change,
YALI0C09933g,no_change,
YALI0C09966g,no_change,
YALI0C09988g,no_change,
YALI0C10010g,no_change,Transcription_Factor
YALI0C10032g,no_change,
YALI0C10054g,no_change,
YALI0C10076g,no_change,
YALI0C10098g,no_change,
YALI0C10120g,no_change,
YALI0C10135g,no_change,
YALI0C10142g,downregulated,
YALI0C10164r,no_change,
YALI0C10208g,no_change,
YALI0C10219r,no_change,
YALI0C10230g,no_change,
YALI0C10252g,no_change,
YALI0C10274g,no_change,
YALI0C10292t,no_change,
YALI0C10311g,highly_expressed_gene,
YALI0C10340g,no_change,
YALI0C10362r,no_change,
YALI0C10384r,no_change,
YALI0C10406r,no_change,
YALI0C10428g,no_change,
YALI0C10450g,no_change,
YALI0C10472g,no_change,
YALI0C10494g,no_change,
YALI0C10516g,no_change,
YALI0C10538g,no_change,
YALI0C10560g,no_change,
YALI0C10604g,no_change,
YALI0C10626g,changed_regulation,
YALI0C10637r,no_change,
YALI0C10648g,no_change,
YALI0C10670g,no_change,
YALI0C10692g,no_change,
YALI0C10714g,no_change,
YALI0C10736g,no_change,
YALI0C10758g,downregulated,
YALI0C10780g,lowly_expressed_gene,
YALI0C10802g,no_change,
YALI0C10824g,no_change,
YALI0C10846g,no_change,
YALI0C10868g,no_change,
YALI0C10879g,no_change,
YALI0C10901g,no_change,
YALI0C10923g,no_change,
YALI0C10945g,no_change,
YALI0C10967g,no_change,
YALI0C10989g,no_change,
YALI0C11011g,no_change,
YALI0C11033g,no_change,
YALI0C11055g,no_change,
YALI0C11077g,no_change,
YALI0C11099g,no_change,
YALI0C11121g,no_change,
YALI0C11165g,downregulated,
YALI0C11187r,no_change,
YALI0C11198r,no_change,
YALI0C11209g,highly_expressed_gene,
YALI0C11231g,no_change,
YALI0C11253g,no_change,
YALI0C11275g,no_change,
YALI0C11297g,no_change,
YALI0C11319g,changed_regulation,
YALI0C11341g,no_change,
YALI0C11363g,no_change,
YALI0C11385g,no_change,
YALI0C11407g,no_change,
YALI0C11429g,no_change,
YALI0C11451g,no_change,
YALI0C11473g,no_change,
YALI0C11495g,no_change,
YALI0C11517g,changed_regulation,
YALI0C11539g,no_change,
YALI0C11561g,no_change,
YALI0C11583g,no_change,
YALI0C11605g,no_change,
YALI0C11627g,no_change,
YALI0C11649g,no_change,
YALI0C11671g,no_change,
YALI0C11693g,no_change,
YALI0C11715g,no_change,
YALI0C11737r,no_change,
YALI0C11781g,no_change,
YALI0C11803g,no_change,
YALI0C11825g,no_change,
YALI0C11836g,no_change,
YALI0C11858g,downregulated,Transcription_Factor
YALI0C11880g,no_change,
YALI0C11902r,no_change,
YALI0C11946g,no_change,
YALI0C11968g,downregulated,
YALI0C11990r,no_change,
YALI0C12012g,no_change,
YALI0C12034g,no_change,
YALI0C12056g,lowly_expressed_gene,
YALI0C12078r,no_change,
YALI0C12100g,highly_expressed_gene,
YALI0C12122g,no_change,Mutated_Gene
YALI0C12144g,no_change,
YALI0C12166g,changed_regulation,
YALI0C12188g,no_change,
YALI0C12210g,no_change,
YALI0C12232g,no_change,
YALI0C12254g,no_change,
YALI0C12276g,no_change,
YALI0C12298r,no_change,
YALI0C12309r,no_change,
YALI0C12320r,no_change,
YALI0C12342g,no_change,
YALI0C12364g,no_change,Transcription_Factor
YALI0C12386g,no_change,
YALI0C12408g,no_change,
YALI0C12430g,changed_regulation,
YALI0C12474g,no_change,
YALI0C12496g,lowly_expressed_gene,
YALI0C12518g,no_change,
YALI0C12551g,no_change,
YALI0C12573g,no_change,
YALI0C12595g,changed_regulation,
YALI0C12617g,no_change,
YALI0C12639g,no_change,Transcription_Factor
YALI0C12661g,no_change,
YALI0C12683r,no_change,
YALI0C12727g,highly_expressed_gene,
YALI0C12749g,highly_expressed_gene,
YALI0C12771g,highly_expressed_gene,
YALI0C12793g,no_change,
YALI0C12815r,no_change,
YALI0C12859g,downregulated,
YALI0C12881g,highly_expressed_gene,
YALI0C12899t,no_change,
YALI0C12918g,highly_expressed_gene,
YALI0C12947g,no_change,
YALI0C12980g,no_change,
YALI0C13002g,no_change,Mutated_Gene
YALI0C13024g,no_change,
YALI0C13046r,no_change,
YALI0C13090g,lowly_expressed_gene,
YALI0C13112g,lowly_expressed_gene,
YALI0C13134r,no_change,
YALI0C13178g,downregulated,Transcription_Factor
YALI0C13200r,no_change,
YALI0C13244g,downregulated,
YALI0C13266r,no_change,
YALI0C13310g,no_change,
YALI0C13332g,no_change,
YALI0C13354g,no_change,
YALI0C13376r,no_change,
YALI0C13420g,no_change,
YALI0C13442g,no_change,
YALI0C13508g,highly_expressed_gene,
YALI0C13530g,changed_regulation,
YALI0C13552g,no_change,
YALI0C13574g,no_change,
YALI0C13596g,highly_expressed_gene,
YALI0C13618g,no_change,
YALI0C13640r,no_change,
YALI0C13684r,no_change,
YALI0C13706g,no_change,
YALI0C13717r,no_change,
YALI0C13728g,no_change,Mutated_Gene
YALI0C13750g,highly_expressed_gene,Transcription_Factor
YALI0C13772r,no_change,
YALI0C13794g,no_change,
YALI0C13816g,downregulated,
YALI0C13838g,no_change,
YALI0C13860g,lowly_expressed_gene,
YALI0C13882g,highly_expressed_gene,
YALI0C13904g,lowly_expressed_gene,
YALI0C13926g,highly_expressed_gene,
YALI0C13948g,no_change,
YALI0C13970g,no_change,Mutated_Gene
YALI0C13992g,lowly_expressed_gene,
YALI0C14014g,no_change,
YALI0C14036g,no_change,
YALI0C14058g,downregulated,
YALI0C14080r,no_change,
YALI0C14124g,no_change,
YALI0C14146g,no_change,
YALI0C14168g,changed_regulation,
YALI0C14190g,no_change,
YALI0C14212r,no_change,
YALI0C14234g,no_change,
YALI0C14256g,no_change,
YALI0C14278r,no_change,
YALI0C14322g,no_change,
YALI0C14344g,no_change,
YALI0C14366r,no_change,
YALI0C14388g,highly_expressed_gene,
YALI0C14410g,no_change,
YALI0C14432g,no_change,
YALI0C14476g,no_change,
YALI0C14498g,no_change,
YALI0C14520g,no_change,
YALI0C14542g,no_change,
YALI0C14564g,no_change,
YALI0C14586g,no_change,
YALI0C14608g,no_change,
YALI0C14630g,highly_expressed_gene,
YALI0C14652g,no_change,
YALI0C14674g,no_change,
YALI0C14696g,no_change,
YALI0C14718g,no_change,
YALI0C14740g,lowly_expressed_gene,
YALI0C14762g,no_change,
YALI0C14784g,changed_regulation,
YALI0C14806g,upregulated,
YALI0C14828g,no_change,
YALI0C14850r,no_change,
YALI0C14872g,no_change,
YALI0C14894g,no_change,
YALI0C14938g,no_change,
YALI0C14960g,downregulated,
YALI0C14982r,no_change,
YALI0C15004g,lowly_expressed_gene,
YALI0C15026g,downregulated,
YALI0C15048g,lowly_expressed_gene,
YALI0C15070g,no_change,
YALI0C15092g,changed_regulation,
YALI0C15114g,no_change,
YALI0C15136g,lowly_expressed_gene,
YALI0C15158g,no_change,
YALI0C15180g,no_change,
YALI0C15202g,no_change,Transcription_Factor
YALI0C15224g,no_change,
YALI0C15230g,highly_expressed_gene,
YALI0C15237g,no_change,
YALI0C15246g,lowly_expressed_gene,
YALI0C15268g,no_change,
YALI0C15290g,no_change,
YALI0C15297s,no_change,
YALI0C15304g,no_change,
YALI0C15323g,no_change,
YALI0C15334g,no_change,
